# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2F11440g	DEHA2F11440g	CAG89207	protein_coding	44	0	44	320	0	36	168	44	0	8	0	0	75	0	0	0	0	0	0	0	0	0	13	152
DEHA2F11462g	DEHA2F11462g	CAG89208	protein_coding	10	0	10	263	0	8	103	10	0	2	0	0	14	0	0	0	0	0	0	0	0	0	6	160
DEHA2F11484g	DEHA2F11484g	CAG89209	protein_coding	3	0	5	264	0	1	110	3	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	154
DEHA2F11506g	DEHA2F11506g	CAG89210	protein_coding	9	0	17	281	0	5	155	9	0	12	0	0	26	0	0	0	0	0	0	0	0	0	0	126
DEHA2F11528g	DEHA2F11528g	CAR66322	protein_coding	8	0	3	289	0	2	139	8	0	1	0	3	11	0	0	0	0	0	0	0	0	0	0	147
DEHA2F11550g	DEHA2F11550g	CAR66323	protein_coding	23	0	15	305	0	4	151	23	0	11	0	0	34	0	0	0	0	0	0	0	0	0	4	154
DEHA2F11572g	DEHA2F11572g	CAG89215	protein_coding	35	0	34	295	0	6	141	35	0	28	0	0	61	0	0	0	0	0	0	0	0	0	8	154
DEHA2F11594g	DEHA2F11594g	CAR66324	protein_coding	32	0	81	308	0	45	154	32	0	36	0	0	98	0	0	0	0	0	0	0	0	0	15	154
DEHA2F11616g	DEHA2F11616g	CAG89218	protein_coding	0	0	2	324	0	2	154	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	170
DEHA2F11638g	DEHA2F11638g	CAG89219	protein_coding	2	0	8	340	0	0	190	2	0	8	0	10	9	0	0	0	0	0	0	0	0	0	1	140
DEHA2F11660g	DEHA2F11660g	CAG89220	protein_coding	20	0	52	359	0	39	151	20	0	13	0	0	59	0	0	0	0	0	0	0	0	0	13	208
DEHA2F11682g	DEHA2F11682g	CAG89221	protein_coding	75	0	69	314	0	33	154	75	0	36	0	0	122	0	0	0	0	0	0	0	0	0	22	160
DEHA2F11704g	DEHA2F11704g	CAG89222	protein_coding	47	0	49	334	0	15	134	46	0	34	0	0	84	0	0	0	0	1	0	0	1	0	11	200
DEHA2F11726g	DEHA2F11726g	CAG89223	protein_coding	4	0	2	322	0	0	136	4	0	2	0	4	6	0	0	0	0	0	0	0	0	0	0	182
DEHA2F11748g	DEHA2F11748g	CAG89224	protein_coding	8	0	14	277	0	7	135	7	0	7	0	0	14	0	0	0	0	1	1	0	1	0	6	142
DEHA2F11770g	DEHA2F11770g	CAG89225	protein_coding	17	0	2	278	0	0	141	17	0	2	0	0	5	0	0	0	0	0	0	0	0	0	14	137
DEHA2F11792g	DEHA2F11792g	CAG89226	protein_coding	6	0	8	273	0	5	127	6	0	3	0	0	9	0	0	0	0	0	0	0	0	0	5	146
DEHA2F11814g	DEHA2F11814g	CAG89227	protein_coding	26	0	19	298	0	8	137	26	0	11	0	0	38	0	0	0	0	0	0	0	0	0	7	161
DEHA2F11836g	DEHA2F11836g	CAG89228	protein_coding	29	1	14	302	0	3	156	29	0	11	0	5	38	0	0	0	0	1	0	0	0	0	5	142
DEHA2F11858g	DEHA2F11858g	CAG89229	protein_coding	3	0	2	305	0	2	146	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	159
DEHA2F11880g	DEHA2F11880g	CAG89230	protein_coding	6	0	16	335	0	13	141	6	0	3	0	0	17	0	0	0	0	0	0	0	0	0	5	194
DEHA2F11902g	DEHA2F11902g	CAG89231	protein_coding	17	0	26	357	0	2	195	17	0	24	0	0	36	0	0	0	0	0	0	0	0	0	7	162
DEHA2F11924g	DEHA2F11924g	CAG89232	protein_coding	7	0	10	355	0	10	158	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	197
DEHA2F11946g	DEHA2F11946g	CAR66325	protein_coding	8	0	2	343	0	2	192	7	0	1	1	0	4	1	0	0	0	1	0	0	1	1	4	151
DEHA2F11968g	DEHA2F11968g	CAR66326	protein_coding	32	0	34	319	0	9	159	32	0	25	0	0	19	0	0	0	0	0	0	0	0	0	47	160
DEHA2F11990g	DEHA2F11990g	CAR66327	protein_coding	39	0	34	328	0	9	173	39	0	25	0	0	40	0	0	0	0	0	0	0	0	0	32	155
DEHA2F12012g	DEHA2F12012g	CAG89237	protein_coding	25	0	21	376	0	18	194	25	0	3	0	0	44	0	0	0	0	0	0	0	0	0	2	182
DEHA2F12034g	DEHA2F12034g	CAG89238	protein_coding	14	1	34	348	0	23	190	14	0	11	0	5	40	0	0	0	0	1	0	0	0	0	8	154
DEHA2F12056r	DEHA2F12056r	DEHA2F12056r	protein_coding	0	0	0	329	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150
DEHA2F12078g	DEHA2F12078g	CAG89239	protein_coding	7	0	9	325	0	1	149	7	0	8	0	0	13	0	0	0	0	0	0	0	0	0	3	176
DEHA2F12100g	DEHA2F12100g	CAG89240	protein_coding	11	0	15	328	0	12	176	11	0	3	0	0	24	0	0	0	0	0	0	0	0	0	2	152
DEHA2F12122g	DEHA2F12122g	CAG89241	protein_coding	42	0	36	340	0	11	159	42	0	25	0	0	64	0	0	0	0	0	0	0	0	0	14	181
DEHA2F12144g	DEHA2F12144g	CAG89242	protein_coding	1	0	6	326	0	6	162	1	0	0	0	3	6	0	0	0	0	0	0	0	0	0	1	161
DEHA2F12166g	DEHA2F12166g	CAG89243	protein_coding	2	0	8	303	0	7	149	2	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	154
DEHA2F12188g	DEHA2F12188g	CAG89244	protein_coding	38	0	22	273	0	17	147	38	0	5	0	0	42	0	0	0	0	0	0	0	0	0	18	126
DEHA2F12210g	DEHA2F12210g	CAG89245	protein_coding	10	0	6	304	0	2	147	10	0	4	0	0	12	0	0	0	0	0	0	0	0	0	4	157
DEHA2F12232g	DEHA2F12232g	CAG89246	protein_coding	9	0	26	331	0	24	158	9	0	2	0	0	31	0	0	0	0	0	0	0	0	0	3	173
DEHA2F12254r	DEHA2F12254r	DEHA2F12254r	protein_coding	0	0	0	311	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132
DEHA2F12276g	DEHA2F12276g	CAG89247	protein_coding	33	0	34	314	0	22	124	33	0	12	0	0	57	0	0	0	0	0	0	0	0	0	10	190
DEHA2F12298g	DEHA2F12298g	CAG89248	protein_coding	15	0	27	335	0	19	143	15	0	8	0	0	36	0	0	0	0	0	0	0	0	0	6	192
DEHA2F12320g	DEHA2F12320g	CAG89249	protein_coding	75	0	61	303	0	32	156	75	0	29	0	0	100	0	0	0	0	0	0	0	0	0	36	147
DEHA2F12342g	DEHA2F12342g	CAR66328	protein_coding	16	0	14	327	0	3	149	16	0	11	0	0	22	0	0	0	0	0	0	0	0	0	8	178
DEHA2F12364g	DEHA2F12364g	CAR66329	protein_coding	40	0	23	309	0	5	122	40	0	18	0	0	56	0	0	0	0	0	0	0	0	0	7	187
DEHA2F12386g	DEHA2F12386g	CAG89252	protein_coding	5	0	15	297	0	8	132	5	0	7	0	0	20	0	0	0	0	0	0	0	0	0	0	165
DEHA2F12408g	DEHA2F12408g	CAG89253	protein_coding	41	0	31	287	0	10	140	41	0	21	0	0	68	0	0	0	0	0	0	0	0	0	4	147
DEHA2F12430g	DEHA2F12430g	CAG89254	protein_coding	0	0	3	291	0	2	127	0	0	1	0	10	2	0	0	0	0	0	0	0	0	0	1	154
DEHA2F12452g	DEHA2F12452g	CAG89255	protein_coding	81	0	159	318	0	64	190	80	0	95	0	0	220	0	0	0	0	1	0	0	1	0	19	128
DEHA2F12474g	DEHA2F12474g	CAG89256	protein_coding	8	0	5	327	0	5	146	8	0	0	0	2	11	0	0	0	0	1	0	0	1	0	1	179
DEHA2F12496g	DEHA2F12496g	CAG89257	protein_coding	16	1	13	343	0	10	140	16	0	3	0	5	26	0	0	0	0	1	0	0	0	0	3	199
DEHA2F12518g	DEHA2F12518g	CAR66330	protein_coding	33	0	51	313	0	21	140	33	0	30	0	0	69	0	0	0	0	0	0	0	0	0	15	173
DEHA2F12540g	DEHA2F12540g	CAG89260	protein_coding	2	0	3	373	0	3	188	2	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	182
DEHA2F12562g	DEHA2F12562g	CAR66331	protein_coding	17	0	21	361	0	16	194	17	0	5	0	0	28	0	0	0	0	0	0	0	0	0	10	167
DEHA2F12584g	DEHA2F12584g	CAG89262	protein_coding	35	0	37	328	0	8	150	35	0	29	0	0	58	0	0	0	0	0	0	0	0	0	14	178
DEHA2F12606g	DEHA2F12606g	CAG89263	protein_coding	7	0	19	345	0	17	167	7	0	2	0	0	24	0	0	0	0	0	0	0	0	0	2	178
DEHA2F12628g	DEHA2F12628g	CAG89264	protein_coding	69	0	74	308	0	26	140	69	0	48	0	0	119	0	0	0	0	0	0	0	0	0	23	168
DEHA2F12650g	DEHA2F12650g	CAG89265	protein_coding	32	0	23	328	0	14	160	32	0	9	0	0	50	0	0	0	0	0	0	0	0	0	5	168
DEHA2F12672g	DEHA2F12672g	CAR66332	protein_coding	6	0	3	319	0	1	146	6	0	2	0	0	5	0	0	0	0	0	0	0	0	0	4	173
DEHA2F12694g	DEHA2F12694g	CAG89268	protein_coding	27	0	31	348	0	6	177	27	0	25	0	0	48	0	0	0	0	0	0	0	0	0	10	171
DEHA2F12716g	DEHA2F12716g	CAG89269	protein_coding	12	0	3	356	0	3	166	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	190
DEHA2F12738g	DEHA2F12738g	CAG89270	protein_coding	38	0	28	325	0	10	160	38	0	18	0	0	58	0	0	0	0	0	0	0	0	0	8	165
DEHA2F12760g	DEHA2F12760g	CAR66333	protein_coding	19	0	17	320	0	12	167	19	0	5	0	0	27	0	0	0	0	0	0	0	0	0	9	153
DEHA2F12782g	DEHA2F12782g	CAR66334	protein_coding	7	0	1	310	0	0	172	7	0	1	0	0	6	0	0	0	0	0	0	0	0	0	2	138
DEHA2F12804g	DEHA2F12804g	CAG89273	protein_coding	9	0	15	323	0	4	146	9	0	11	0	0	22	0	0	0	0	0	0	0	0	0	2	177
DEHA2F12826g	DEHA2F12826g	CAG89274	protein_coding	3	0	0	344	0	0	150	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	179
DEHA2F12848g	DEHA2F12848g	CAG89275	protein_coding	24	0	27	413	0	3	254	24	0	24	0	0	43	0	0	0	0	0	0	0	0	0	8	159
DEHA2F12870g	DEHA2F12870g	CAR66335	protein_coding	30	0	38	361	0	11	218	30	0	27	0	0	62	0	0	0	0	0	0	0	0	0	6	143
DEHA2F12892g	DEHA2F12892g	CAG89278	protein_coding	74	0	82	272	0	41	140	74	0	41	0	0	57	0	0	0	0	0	0	0	0	0	99	132
DEHA2F12914g	DEHA2F12914g	CAG89279	protein_coding	26	0	41	421	0	9	177	26	0	32	0	0	57	0	0	0	0	0	0	0	0	0	10	244
DEHA2F12936g	DEHA2F12936g	CAG89280	protein_coding	13	0	14	375	0	0	174	13	0	14	0	0	24	0	0	0	0	0	0	0	0	0	3	201
DEHA2F12958g	DEHA2F12958g	CAG89281	protein_coding	8	0	7	299	0	3	132	8	0	4	0	0	13	0	0	0	0	0	0	0	0	0	2	167
DEHA2F12980g	DEHA2F12980g	CAG89282	protein_coding	4	0	2	317	0	0	153	4	0	2	0	0	3	0	0	0	0	0	0	0	0	0	3	164
DEHA2F13002g	DEHA2F13002g	CAG89283	protein_coding	49	0	16	313	0	5	158	49	0	11	0	0	57	0	0	0	0	0	0	0	0	0	8	155
DEHA2F13024g	DEHA2F13024g	CAG89284	protein_coding	25	0	34	345	0	21	171	25	0	13	0	0	49	0	0	0	0	0	0	0	0	0	10	174
DEHA2F13046g	DEHA2F13046g	CAG89285	protein_coding	24	0	18	320	0	5	176	24	0	13	0	0	33	0	0	0	0	0	0	0	0	0	9	144
DEHA2F13068g	DEHA2F13068g	CAG89286	protein_coding	15	0	17	325	0	16	154	15	0	1	0	0	30	0	0	0	0	0	0	0	0	0	2	171
DEHA2F13090g	DEHA2F13090g	CAG89287	protein_coding	41	0	46	303	0	19	138	41	0	27	0	0	74	0	0	0	0	0	0	0	0	0	13	165
DEHA2F13112g	DEHA2F13112g	CAG89288	protein_coding	4	0	3	325	0	2	178	4	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	147
DEHA2F13134g	DEHA2F13134g	CAG89289	protein_coding	8	0	3	323	0	3	176	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	147
DEHA2F13156g	DEHA2F13156g	CAG89290	protein_coding	19	0	14	351	0	14	180	19	0	0	0	0	29	0	0	0	0	0	0	0	0	0	4	171
DEHA2F13178g	DEHA2F13178g	CAG89291	protein_coding	20	0	21	321	0	11	180	20	0	10	0	0	37	0	0	0	0	0	0	0	0	0	4	141
DEHA2F13200g	DEHA2F13200g	CAR66336	protein_coding	26	0	16	325	0	6	186	26	0	10	0	0	36	0	0	0	0	0	0	0	0	0	6	139
DEHA2F13222g	DEHA2F13222g	CAR66337	protein_coding	36	0	45	333	0	17	171	36	0	28	0	0	68	0	0	0	0	0	0	0	0	0	13	162
DEHA2F13244g	DEHA2F13244g	CAR66338	protein_coding	21	0	37	346	0	30	187	21	0	7	0	0	47	0	0	0	0	0	0	0	0	0	11	159
DEHA2F13266g	DEHA2F13266g	CAG89298	protein_coding	11	0	19	309	0	16	166	11	0	3	0	0	22	0	0	0	0	0	0	0	0	0	8	143
DEHA2F13288g	DEHA2F13288g	CAG89299	protein_coding	8	0	14	323	0	11	158	8	0	3	0	0	19	0	0	0	0	0	0	0	0	0	2	165
DEHA2F13310g	DEHA2F13310g	CAG89300	protein_coding	6	0	11	328	0	5	174	6	0	6	0	0	16	0	0	0	0	0	0	0	0	0	1	154
DEHA2F13332g	DEHA2F13332g	CAR66339	protein_coding	16	0	19	360	0	1	200	16	0	18	0	0	32	0	0	0	0	0	0	0	0	0	3	160
DEHA2F13354g	DEHA2F13354g	CAG89302	protein_coding	34	0	29	348	0	18	138	34	0	11	0	0	37	0	0	0	0	0	0	0	0	0	26	210
DEHA2F13376g	DEHA2F13376g	CAG89303	protein_coding	14	0	38	346	0	22	171	14	0	16	0	0	46	0	0	0	0	0	0	0	0	0	6	175
DEHA2F13398g	DEHA2F13398g	CAG89304	protein_coding	31	0	37	340	0	13	138	31	0	24	0	0	43	0	0	0	0	0	0	0	0	0	25	202
DEHA2F13420g	DEHA2F13420g	CAG89305	protein_coding	10	0	15	363	0	3	142	10	0	12	0	0	22	0	0	0	0	0	0	0	0	0	3	221
DEHA2F13442g	DEHA2F13442g	CAG89306	protein_coding	23	0	11	346	0	9	214	23	0	2	0	0	28	0	0	0	0	0	0	0	0	0	6	132
DEHA2F13464g	DEHA2F13464g	CAG89307	protein_coding	29	0	38	362	0	35	214	29	0	3	0	0	62	0	0	0	0	0	0	0	0	0	5	148
DEHA2F13486g	DEHA2F13486g	CAR66340	protein_coding	17	0	21	282	0	15	138	17	0	6	0	0	33	0	0	0	0	0	0	0	0	0	5	144
DEHA2F13508g	DEHA2F13508g	CAR66341	protein_coding	20	0	19	280	0	8	152	20	0	11	0	0	34	0	0	0	0	0	0	0	0	0	5	128
DEHA2F13530g	DEHA2F13530g	CAG89310	protein_coding	46	0	47	315	0	37	142	46	0	10	0	0	80	0	0	0	0	0	0	0	0	0	13	173
DEHA2F13552g	DEHA2F13552g	CAG89311	protein_coding	10	0	2	323	0	1	178	10	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	145
DEHA2F13574g	DEHA2F13574g	CAG89312	protein_coding	28	0	18	312	0	4	165	28	0	14	0	0	36	0	0	0	0	0	0	0	0	0	10	147
DEHA2F13596g	DEHA2F13596g	CAG89313	protein_coding	5	0	8	330	0	6	158	5	0	2	0	0	12	0	0	0	0	0	0	0	0	0	1	172
DEHA2F13618g	DEHA2F13618g	CAG89314	protein_coding	14	0	8	341	0	0	170	14	0	8	0	0	17	0	0	0	0	0	0	0	0	0	5	171
DEHA2F13640g	DEHA2F13640g	CAG89315	protein_coding	5	0	6	353	0	4	173	5	0	2	0	0	9	0	0	0	0	0	0	0	0	0	2	180
DEHA2F13662r	DEHA2F13662r	DEHA2F13662r	protein_coding	0	0	0	355	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178
DEHA2F13684g	DEHA2F13684g	CAG89316	protein_coding	40	0	33	366	0	6	191	40	0	27	0	0	61	0	0	0	0	0	0	0	0	0	12	175
DEHA2F13706g	DEHA2F13706g	CAG89317	protein_coding	7	0	16	355	0	5	183	7	0	11	0	0	17	0	0	0	0	0	0	0	0	0	6	172
DEHA2F13728g	DEHA2F13728g	CAG89318	protein_coding	41	0	55	345	0	16	175	41	0	39	0	0	81	0	0	0	0	0	0	0	0	0	14	170
DEHA2F13750g	DEHA2F13750g	CAG89319	protein_coding	17	0	4	364	0	2	177	17	0	2	0	0	19	0	0	0	0	0	0	0	0	0	2	187
DEHA2F13772g	DEHA2F13772g	CAG89320	protein_coding	19	0	12	357	0	3	169	19	0	9	0	0	24	0	0	0	0	0	0	0	0	0	7	188
DEHA2F13794g	DEHA2F13794g	CAG89321	protein_coding	46	0	42	346	0	25	176	46	0	17	0	0	64	0	0	0	0	0	0	0	0	0	24	170
DEHA2F13816g	DEHA2F13816g	CAG89322	protein_coding	24	0	13	333	0	7	161	24	0	6	0	0	32	0	0	0	0	0	0	0	0	0	5	172
DEHA2F13838g	DEHA2F13838g	CAG89323	protein_coding	19	0	14	335	0	5	160	19	0	9	0	0	30	0	0	0	0	0	0	0	0	0	3	175
DEHA2F13860g	DEHA2F13860g	CAG89324	protein_coding	68	0	40	312	0	12	142	68	0	28	0	0	90	0	0	0	0	0	0	0	0	0	18	170
DEHA2F13882g	DEHA2F13882g	CAG89325	protein_coding	18	0	13	304	0	0	143	18	0	13	0	1	29	0	0	0	0	0	0	0	0	0	2	160
DEHA2F13904g	DEHA2F13904g	CAG89326	protein_coding	4	1	6	310	0	5	161	4	0	1	0	3	8	0	0	0	0	1	0	0	0	0	2	147
DEHA2F13926g	DEHA2F13926g	CAG89327	protein_coding	3	0	11	291	0	3	148	3	0	8	0	0	11	0	0	0	0	0	0	0	0	0	3	143
DEHA2F13948g	DEHA2F13948g	CAG89328	protein_coding	18	0	17	314	0	14	146	18	0	3	0	0	32	0	0	0	0	0	0	0	0	0	3	168
DEHA2F13970g	DEHA2F13970g	CAG89329	protein_coding	9	0	10	295	0	7	138	9	0	3	0	0	13	0	0	0	0	0	0	0	0	0	6	157
DEHA2F13992g	DEHA2F13992g	CAG89330	protein_coding	17	0	12	299	0	11	147	17	0	1	0	0	28	0	0	0	0	0	0	0	0	0	1	152
DEHA2F14014g	DEHA2F14014g	CAG89331	protein_coding	11	0	9	313	0	7	150	11	0	2	0	0	17	0	0	0	0	0	0	0	0	0	3	163
DEHA2F14036g	DEHA2F14036g	CAG89332	protein_coding	15	0	30	308	0	9	162	15	0	21	0	0	40	0	0	0	0	0	0	0	0	0	5	146
DEHA2F14058g	DEHA2F14058g	CAG89333	protein_coding	32	0	21	358	0	1	191	32	0	20	0	0	36	0	0	0	0	0	0	0	0	0	17	167
DEHA2F14080g	DEHA2F14080g	CAR66342	protein_coding	32	0	23	367	0	13	171	32	0	10	0	0	42	0	0	0	0	0	0	0	0	0	13	196
DEHA2F14102g	DEHA2F14102g	CAG89335	protein_coding	15	0	7	352	0	2	191	15	0	5	0	0	16	0	0	0	0	0	0	0	0	0	6	161
DEHA2F14124g	DEHA2F14124g	CAR66343	protein_coding	55	0	43	338	0	24	155	55	0	19	0	0	76	0	0	0	0	0	0	0	0	0	22	183
DEHA2F14146g	DEHA2F14146g	CAG89337	protein_coding	5	0	12	347	0	11	193	5	0	1	0	0	13	0	0	0	0	0	0	0	0	0	4	154
DEHA2F14168g	DEHA2F14168g	CAG89338	protein_coding	0	0	6	342	0	2	150	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	192
DEHA2F14190g	DEHA2F14190g	CAG89339	protein_coding	9	0	7	350	0	5	195	9	0	2	0	0	13	0	0	0	0	0	0	0	0	0	3	155
DEHA2F14212g	DEHA2F14212g	CAG89340	protein_coding	12	0	5	347	0	0	149	12	0	5	0	0	12	0	0	0	0	0	0	0	0	0	5	198
DEHA2F14234g	DEHA2F14234g	CAG89341	protein_coding	11	0	8	355	0	5	197	11	0	3	0	0	16	0	0	0	0	0	0	0	0	0	3	158
DEHA2F14256g	DEHA2F14256g	CAG89342	protein_coding	17	0	25	318	0	17	164	17	0	8	0	0	36	0	0	0	0	1	0	0	1	1	5	154
DEHA2F14278g	DEHA2F14278g	CAG89343	protein_coding	16	0	24	296	0	13	150	16	0	11	0	0	35	0	0	0	0	0	0	0	0	0	5	146
DEHA2F14300g	DEHA2F14300g	CAR66344	protein_coding	3	0	8	282	0	3	131	3	0	5	0	7	11	0	0	0	0	0	0	0	0	0	0	144
DEHA2F14322g	DEHA2F14322g	CAG89345	protein_coding	11	0	5	292	0	0	136	11	0	5	0	0	14	0	0	0	0	0	0	0	0	0	2	156
DEHA2F14344g	DEHA2F14344g	CAG89346	protein_coding	15	0	17	373	0	4	214	15	0	13	0	0	24	0	0	0	0	0	0	0	0	0	8	159
DEHA2F14366g	DEHA2F14366g	CAG89347	protein_coding	14	0	14	377	0	13	161	14	0	1	0	0	22	0	0	0	0	0	0	0	0	0	6	216
DEHA2F14388r	DEHA2F14388r	DEHA2F14388r	protein_coding	0	0	0	346	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
DEHA2F14410g	DEHA2F14410g	CAR66345	protein_coding	89	0	64	278	0	30	153	89	0	34	0	0	8	0	0	0	0	0	0	0	0	0	145	125
DEHA2F14432g	DEHA2F14432g	CAG89352	protein_coding	26	0	24	370	0	19	201	26	0	5	0	0	40	0	0	0	0	1	0	0	1	0	9	169
DEHA2F14454g	DEHA2F14454g	CAG89353	protein_coding	5	0	8	389	0	3	165	5	0	5	0	0	10	0	0	0	0	0	0	0	0	0	3	224
DEHA2F14476g	DEHA2F14476g	CAG89354	protein_coding	33	0	30	379	0	10	155	33	0	20	0	0	48	0	0	0	0	0	0	0	0	0	15	224
DEHA2F14498g	DEHA2F14498g	CAG89355	protein_coding	16	0	26	321	0	6	161	16	0	20	0	0	41	0	0	0	0	0	0	0	0	0	1	160
DEHA2F14520g	DEHA2F14520g	CAG89356	protein_coding	11	0	17	328	0	13	174	11	0	4	0	0	25	0	0	0	0	0	0	0	0	0	3	154
DEHA2F14542g	DEHA2F14542g	CAR66346	protein_coding	32	0	23	308	0	11	160	31	0	12	1	0	39	1	0	0	0	1	1	0	1	0	14	148
DEHA2F14564g	DEHA2F14564g	CAG89361	protein_coding	36	0	24	304	0	17	158	36	0	7	0	0	50	0	0	0	0	0	0	0	0	0	10	146
DEHA2F14586g	DEHA2F14586g	CAG89362	protein_coding	28	0	22	298	0	11	170	28	0	11	0	0	42	0	0	0	0	0	0	0	0	0	8	128
DEHA2F14608g	DEHA2F14608g	CAG89363	protein_coding	17	0	5	289	0	2	142	17	0	3	0	0	17	0	0	0	0	0	0	0	0	0	5	147
DEHA2F14630g	DEHA2F14630g	CAG89364	protein_coding	8	0	5	299	0	0	146	8	0	5	0	0	9	0	0	0	0	0	0	0	0	0	4	153
DEHA2F14652g	DEHA2F14652g	CAR66347	protein_coding	27	0	41	268	0	27	148	27	0	14	0	0	57	0	0	0	0	0	0	0	0	0	11	120
DEHA2F14674g	DEHA2F14674g	CAG89367	protein_coding	4	0	2	265	0	1	144	4	0	1	0	1	5	0	0	0	0	0	0	0	0	0	1	120
DEHA2F14696g	DEHA2F14696g	CAG89368	protein_coding	17	0	9	241	0	2	111	17	0	7	0	0	22	0	0	0	0	0	0	0	0	0	4	130
DEHA2F14718g	DEHA2F14718g	CAG89369	protein_coding	20	0	19	266	0	16	138	20	0	3	0	0	31	0	0	0	0	0	0	0	0	0	8	128
DEHA2F14740g	DEHA2F14740g	CAG89370	protein_coding	11	0	7	297	0	1	161	11	0	6	0	0	15	0	0	0	0	0	0	0	0	0	3	136
DEHA2F14762g	DEHA2F14762g	CAR66348	protein_coding	16	0	6	293	0	5	113	16	0	1	0	0	15	0	0	0	0	0	0	0	0	0	7	180
DEHA2F14784g	DEHA2F14784g	CAG89373	protein_coding	6	0	4	307	0	4	115	6	0	0	0	5	7	0	0	0	0	0	0	0	0	0	3	187
DEHA2F14806g	DEHA2F14806g	CAG89374	protein_coding	48	0	65	261	0	26	149	48	0	39	0	0	90	0	0	0	0	0	0	0	0	0	23	112
DEHA2F14828g	DEHA2F14828g	CAG89375	protein_coding	23	0	25	309	0	19	169	23	0	6	0	0	42	0	0	0	0	0	0	0	0	0	6	140
DEHA2F14850g	DEHA2F14850g	CAG89376	protein_coding	14	0	17	331	0	15	188	14	0	2	0	0	26	0	0	0	0	0	0	0	0	0	5	143
DEHA2F14872g	DEHA2F14872g	CAG89377	protein_coding	4	0	6	295	0	4	154	4	0	2	0	0	9	0	0	0	0	0	0	0	0	0	1	141
DEHA2F14894g	DEHA2F14894g	CAR66349	protein_coding	6	0	0	280	0	0	144	6	0	0	0	0	1	0	0	0	0	1	0	0	1	0	4	136
DEHA2F14916g	DEHA2F14916g	CAG89378	protein_coding	5	0	6	270	0	2	116	5	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	154
DEHA2F14938g	DEHA2F14938g	CAG89379	protein_coding	26	0	30	235	0	24	145	26	0	6	0	0	48	0	0	0	0	0	0	0	0	0	8	90
DEHA2F14960g	DEHA2F14960g	CAG89380	protein_coding	16	0	27	258	0	25	139	16	0	2	0	0	40	0	0	0	0	0	0	0	0	0	3	119
DEHA2F14982g	DEHA2F14982g	CAG89381	protein_coding	2	0	1	272	0	1	121	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	151
DEHA2F15004g	DEHA2F15004g	CAG89382	protein_coding	3	0	2	262	0	2	154	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	108
DEHA2F15026g	DEHA2F15026g	CAG89383	protein_coding	0	0	0	270	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109
DEHA2F15048g	DEHA2F15048g	CAG89384	protein_coding	14	0	30	276	0	13	184	14	0	17	0	0	33	0	0	0	0	0	0	0	0	0	10	92
DEHA2F15070g	DEHA2F15070g	CAG89385	protein_coding	10	0	20	295	0	16	117	10	0	4	0	0	23	0	0	0	0	0	0	0	0	0	7	178
DEHA2F15092g	DEHA2F15092g	CAG89386	protein_coding	30	0	41	311	0	11	164	30	0	30	0	0	60	0	0	0	0	0	0	0	0	0	11	147
DEHA2F15114g	DEHA2F15114g	CAG89387	protein_coding	9	0	22	362	0	9	169	9	0	13	0	0	25	0	0	0	0	0	0	0	0	0	6	193
DEHA2F15136g	DEHA2F15136g	CAG89388	protein_coding	42	0	65	321	0	54	191	42	0	11	0	0	94	0	0	0	0	0	0	0	0	0	13	130
DEHA2F15158g	DEHA2F15158g	CAG89389	protein_coding	30	0	27	280	0	10	114	30	0	17	0	1	46	0	0	0	0	0	0	0	0	0	9	165
