# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2G00814g	DEHA2G00814g	CAG90015	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G00836g	DEHA2G00836g	CAG90016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G00858g	DEHA2G00858g	CAG90017	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G01122g	DEHA2G01122g	CAG90029	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G01144g	DEHA2G01144g	CAR65888	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G01166g	DEHA2G01166g	CAR65889	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G01188g	DEHA2G01188g	CAG90035	protein_coding	0	2	5	0	0	0	0	0	0	5	0	0	0	0	0	2	0
DEHA2G01210g	DEHA2G01210g	CAG90036	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G01232g	DEHA2G01232g	CAG90037	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G01320g	DEHA2G01320g	CAG90043	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G01342g	DEHA2G01342g	CAG90044	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G01364g	DEHA2G01364g	CAR65892	protein_coding	1	0	0	5	5	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2G01386g	DEHA2G01386g	CAG90046	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2G01408g	DEHA2G01408g	CAG90047	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2G01430g	DEHA2G01430g	CAG90049	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G01452g	DEHA2G01452g	CAR65893	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G01738g	DEHA2G01738g	CAR65897	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G01760g	DEHA2G01760g	CAR65898	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G01782r	DEHA2G01782r	DEHA2G01782r	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G01804g	DEHA2G01804g	CAR65899	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G01826g	DEHA2G01826g	CAG90068	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G02134g	DEHA2G02134g	CAG90081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02156g	DEHA2G02156g	CAG90082	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02178g	DEHA2G02178g	CAG90083	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G02200g	DEHA2G02200g	CAR65901	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G02222g	DEHA2G02222g	CAG90087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02376g	DEHA2G02376g	CAG90094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02398g	DEHA2G02398g	CAG90095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02420g	DEHA2G02420g	CAG90096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02442g	DEHA2G02442g	CAG90097	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G02464g	DEHA2G02464g	CAG90099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02486g	DEHA2G02486g	CAG90100	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G02508g	DEHA2G02508g	CAG90101	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G02530g	DEHA2G02530g	CAG90102	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03080g	DEHA2G03080g	CAG90127	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03102g	DEHA2G03102g	CAG90128	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2G03124g	DEHA2G03124g	CAG90129	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03146g	DEHA2G03146g	CAG90130	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G03168g	DEHA2G03168g	CAG90131	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03432g	DEHA2G03432g	CAG90143	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G03454g	DEHA2G03454g	CAG90144	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G03476g	DEHA2G03476g	CAG90145	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G03498g	DEHA2G03498g	CAG90146	protein_coding	0	0	3	4	0	0	0	0	0	3	0	0	0	0	0	0	4
DEHA2G03520g	DEHA2G03520g	CAR65905	protein_coding	0	1	3	3	3	0	0	0	0	3	0	0	0	0	0	1	0
DEHA2G03542g	DEHA2G03542g	CAR65906	protein_coding	0	0	0	18	11	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2G03564g	DEHA2G03564g	CAG90152	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03586g	DEHA2G03586g	CAG90153	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2G03608g	DEHA2G03608g	CAG90154	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03630g	DEHA2G03630g	CAG90155	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2G03652g	DEHA2G03652g	CAG90156	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2G03674g	DEHA2G03674g	CAG90157	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03696g	DEHA2G03696g	CAG90158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03718g	DEHA2G03718g	CAG90159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03740g	DEHA2G03740g	CAG90160	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G03762g	DEHA2G03762g	CAG90161	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03784g	DEHA2G03784g	CAG90162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04334g	DEHA2G04334g	CAG90189	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04356g	DEHA2G04356g	CAG90190	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2G04378g	DEHA2G04378g	CAG90191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04400g	DEHA2G04400g	CAR65909	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04422g	DEHA2G04422g	CAG90193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04444g	DEHA2G04444g	CAG90194	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04466g	DEHA2G04466g	CAG90195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04664g	DEHA2G04664g	CAG90205	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G04686g	DEHA2G04686g	CAG90206	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04708g	DEHA2G04708g	CAR65913	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
DEHA2G04730g	DEHA2G04730g	CAG90208	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04752g	DEHA2G04752g	CAR65914	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G04774g	DEHA2G04774g	CAR65915	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G04994g	DEHA2G04994g	CAG90220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05016g	DEHA2G05016g	CAG90221	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G05038g	DEHA2G05038g	CAG90222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05060g	DEHA2G05060g	CAG90223	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05082g	DEHA2G05082g	CAG90224	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05126g	DEHA2G05126g	CAG90226	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05148g	DEHA2G05148g	CAG90227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05170g	DEHA2G05170g	CAG90228	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05192g	DEHA2G05192g	CAG90229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05214g	DEHA2G05214g	CAG90230	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G05236g	DEHA2G05236g	CAG90231	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05258g	DEHA2G05258g	CAG90232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05280g	DEHA2G05280g	CAG90233	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05302g	DEHA2G05302g	CAR65916	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05324g	DEHA2G05324g	CAG90236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05346g	DEHA2G05346g	CAG90237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05368g	DEHA2G05368g	CAG90238	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05390g	DEHA2G05390g	CAG90239	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05412g	DEHA2G05412g	CAG90240	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05434g	DEHA2G05434g	CAR65917	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05456g	DEHA2G05456g	CAG90242	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05478g	DEHA2G05478g	CAG90243	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05500g	DEHA2G05500g	CAG90244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05522g	DEHA2G05522g	CAG90245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05544g	DEHA2G05544g	CAG90246	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06314g	DEHA2G06314g	CAG90283	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06336g	DEHA2G06336g	CAG90284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06358g	DEHA2G06358g	CAR65921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06380g	DEHA2G06380g	CAG90285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06402g	DEHA2G06402g	CAG90286	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06424g	DEHA2G06424g	CAG90287	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06446g	DEHA2G06446g	CAG90288	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06512g	DEHA2G06512g	CAG90291	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06534g	DEHA2G06534g	CAG90292	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06556g	DEHA2G06556g	CAG90293	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06578g	DEHA2G06578g	CAG90294	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06600g	DEHA2G06600g	CAG90295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06622g	DEHA2G06622g	CAG90296	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06644g	DEHA2G06644g	CAG90297	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06820g	DEHA2G06820g	CAR65924	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06842g	DEHA2G06842g	CAG90306	protein_coding	0	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2G06864g	DEHA2G06864g	CAG90307	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06886g	DEHA2G06886g	CAG90308	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06908g	DEHA2G06908g	CAG90309	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06930g	DEHA2G06930g	CAG90310	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2
DEHA2G06952g	DEHA2G06952g	CAG90311	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06974g	DEHA2G06974g	CAG90312	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06996g	DEHA2G06996g	CAG90313	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07128g	DEHA2G07128g	CAG90319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07150g	DEHA2G07150g	CAG90320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07172g	DEHA2G07172g	CAG90321	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07194g	DEHA2G07194g	CAG90322	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07216g	DEHA2G07216g	CAG90323	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G07238g	DEHA2G07238g	CAG90324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07260g	DEHA2G07260g	CAR65925	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07282g	DEHA2G07282g	CAR65926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07304g	DEHA2G07304g	CAR65927	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07766g	DEHA2G07766g	CAG90348	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07788g	DEHA2G07788g	CAG90349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07810g	DEHA2G07810g	CAG90350	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07832g	DEHA2G07832g	CAG90351	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07854g	DEHA2G07854g	CAG90352	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07876g	DEHA2G07876g	CAG90353	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07898g	DEHA2G07898g	CAG90354	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07920g	DEHA2G07920g	CAG90355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08250g	DEHA2G08250g	CAR65930	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08272r	DEHA2G08272r	DEHA2G08272r	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08294r	DEHA2G08294r	DEHA2G08294r	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08316g	DEHA2G08316g	CAG90372	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2G08338g	DEHA2G08338g	CAG90373	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08360g	DEHA2G08360g	CAG90374	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G08382g	DEHA2G08382g	CAG90375	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08558g	DEHA2G08558g	CAG90382	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G08580g	DEHA2G08580g	CAG90383	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G08602g	DEHA2G08602g	CAG90384	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G08624g	DEHA2G08624g	CAG90385	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08646g	DEHA2G08646g	CAG90386	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08668g	DEHA2G08668g	CAG90387	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G08690g	DEHA2G08690g	CAG90388	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09658g	DEHA2G09658g	CAG90436	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09680g	DEHA2G09680g	CAG90437	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2G09702g	DEHA2G09702g	CAG90438	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2G09724g	DEHA2G09724g	CAG90439	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2G09856g	DEHA2G09856g	CAG90445	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09878g	DEHA2G09878g	CAG90446	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G09900g	DEHA2G09900g	CAG90447	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G09922g	DEHA2G09922g	CAG90448	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09944g	DEHA2G09944g	CAG90449	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09966g	DEHA2G09966g	CAG90450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G09988g	DEHA2G09988g	CAG90451	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G10010g	DEHA2G10010g	CAG90452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10032g	DEHA2G10032g	CAG90453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10054g	DEHA2G10054g	CAG90454	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G10076g	DEHA2G10076g	CAG90455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10098g	DEHA2G10098g	CAR65939	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2G10120g	DEHA2G10120g	CAG90458	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G10142g	DEHA2G10142g	CAG90459	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10164g	DEHA2G10164g	CAG90460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G10186g	DEHA2G10186g	CAR65940	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G10208g	DEHA2G10208g	CAG90462	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2G10230g	DEHA2G10230g	CAG90463	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G10252g	DEHA2G10252g	CAR65941	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G10538g	DEHA2G10538g	CAR65944	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10560g	DEHA2G10560g	CAG90481	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10582g	DEHA2G10582g	CAG90482	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10604g	DEHA2G10604g	CAG90483	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G10626g	DEHA2G10626g	CAG90484	protein_coding	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2G10648g	DEHA2G10648g	CAG90485	protein_coding	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2G10670g	DEHA2G10670g	CAR65945	protein_coding	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2G10692g	DEHA2G10692g	CAR65946	protein_coding	0	6	10	2	2	0	0	0	0	10	0	0	0	0	0	6	0
DEHA2G10714g	DEHA2G10714g	CAG90489	protein_coding	0	0	0	19	3	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2G10736g	DEHA2G10736g	CAG90490	protein_coding	0	0	0	19	16	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G10758g	DEHA2G10758g	CAG90491	protein_coding	0	0	2	17	1	0	0	0	0	2	0	0	0	0	0	0	16
DEHA2G10780g	DEHA2G10780g	CAG90492	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G10802g	DEHA2G10802g	CAG90493	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
DEHA2G10824g	DEHA2G10824g	CAG90494	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G10846g	DEHA2G10846g	CAG90495	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10868g	DEHA2G10868g	CAG90496	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10890g	DEHA2G10890g	CAG90497	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G10912g	DEHA2G10912g	CAG90498	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10934g	DEHA2G10934g	CAG90499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10956g	DEHA2G10956g	CAG90500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G10978g	DEHA2G10978g	CAG90502	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G11297g	DEHA2G11297g	CAR65950	protein_coding	0	0	1	4	4	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G11539g	DEHA2G11539g	CAR65951	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G11572g	DEHA2G11572g	CAR65952	protein_coding	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	1	4
DEHA2G11594g	DEHA2G11594g	CAR65953	protein_coding	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2G11660g	DEHA2G11660g	CAR65954	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G11682g	DEHA2G11682g	CAR65955	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G11726g	DEHA2G11726g	CAR65956	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2G12430g	DEHA2G12430g	CAG90560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G12452g	DEHA2G12452g	CAG90561	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G12474g	DEHA2G12474g	CAR65959	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G12496g	DEHA2G12496g	CAG90563	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G12672g	DEHA2G12672g	CAG90572	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G12694g	DEHA2G12694g	CAG90573	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G12716g	DEHA2G12716g	CAG90575	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G12738r	DEHA2G12738r	DEHA2G12738r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
