# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2G03300g	DEHA2G03300g	CAG90137	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03322g	DEHA2G03322g	CAG90138	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03542g	DEHA2G03542g	CAR65906	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03564g	DEHA2G03564g	CAG90152	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03586g	DEHA2G03586g	CAG90153	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G03608g	DEHA2G03608g	CAG90154	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03630g	DEHA2G03630g	CAG90155	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G03652g	DEHA2G03652g	CAG90156	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G03806g	DEHA2G03806g	CAG90163	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03828g	DEHA2G03828g	CAG90164	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03850g	DEHA2G03850g	CAG90165	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G03872g	DEHA2G03872g	CAG90166	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03894g	DEHA2G03894g	CAG90167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03916g	DEHA2G03916g	CAG90168	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03938g	DEHA2G03938g	CAG90169	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G03960g	DEHA2G03960g	CAG90170	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04092g	DEHA2G04092g	CAG90176	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04114g	DEHA2G04114g	CAR65907	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04136g	DEHA2G04136g	CAG90179	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04158g	DEHA2G04158g	CAG90180	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G04180g	DEHA2G04180g	CAG90181	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04202g	DEHA2G04202g	CAG90182	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04224g	DEHA2G04224g	CAG90183	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04246g	DEHA2G04246g	CAG90184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04268g	DEHA2G04268g	CAG90185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04290g	DEHA2G04290g	CAG90186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04334g	DEHA2G04334g	CAG90189	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04356g	DEHA2G04356g	CAG90190	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04378g	DEHA2G04378g	CAG90191	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04400g	DEHA2G04400g	CAR65909	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04422g	DEHA2G04422g	CAG90193	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2G04444g	DEHA2G04444g	CAG90194	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04466g	DEHA2G04466g	CAG90195	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04488g	DEHA2G04488g	CAG90196	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04510g	DEHA2G04510g	CAR65910	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04532g	DEHA2G04532g	CAR65911	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04554g	DEHA2G04554g	CAR65912	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04576g	DEHA2G04576g	CAG90201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04598g	DEHA2G04598g	CAG90202	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04620g	DEHA2G04620g	CAG90203	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04664g	DEHA2G04664g	CAG90205	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2G04686g	DEHA2G04686g	CAG90206	protein_coding	0	0	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04708g	DEHA2G04708g	CAR65913	protein_coding	0	6	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0
DEHA2G04730g	DEHA2G04730g	CAG90208	protein_coding	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G04752g	DEHA2G04752g	CAR65914	protein_coding	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2G04774g	DEHA2G04774g	CAR65915	protein_coding	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2G04796g	DEHA2G04796g	CAG90211	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2G04818g	DEHA2G04818g	CAG90212	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04840g	DEHA2G04840g	CAG90213	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04862g	DEHA2G04862g	CAG90214	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G04994g	DEHA2G04994g	CAG90220	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G05016g	DEHA2G05016g	CAG90221	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2G05038g	DEHA2G05038g	CAG90222	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G05060g	DEHA2G05060g	CAG90223	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05082g	DEHA2G05082g	CAG90224	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05104g	DEHA2G05104g	CAG90225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05126g	DEHA2G05126g	CAG90226	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05148g	DEHA2G05148g	CAG90227	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05170g	DEHA2G05170g	CAG90228	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05192g	DEHA2G05192g	CAG90229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05214g	DEHA2G05214g	CAG90230	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05236g	DEHA2G05236g	CAG90231	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05258g	DEHA2G05258g	CAG90232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05280g	DEHA2G05280g	CAG90233	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05302g	DEHA2G05302g	CAR65916	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05324g	DEHA2G05324g	CAG90236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05346g	DEHA2G05346g	CAG90237	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05368g	DEHA2G05368g	CAG90238	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05390g	DEHA2G05390g	CAG90239	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05412g	DEHA2G05412g	CAG90240	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05434g	DEHA2G05434g	CAR65917	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05456g	DEHA2G05456g	CAG90242	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G05544g	DEHA2G05544g	CAG90246	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G05566g	DEHA2G05566g	CAG90247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05588g	DEHA2G05588g	CAG90248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05610g	DEHA2G05610g	CAG90249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05632g	DEHA2G05632g	CAG90250	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05654g	DEHA2G05654g	CAG90251	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05676g	DEHA2G05676g	CAG90252	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G05698g	DEHA2G05698g	CAG90253	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G05720g	DEHA2G05720g	CAG90254	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05742g	DEHA2G05742g	CAG90255	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G05984g	DEHA2G05984g	CAG90268	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06006g	DEHA2G06006g	CAG90269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06028g	DEHA2G06028g	CAG90270	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06050g	DEHA2G06050g	CAR65919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06072g	DEHA2G06072g	CAG90272	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06094g	DEHA2G06094g	CAG90273	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06116g	DEHA2G06116g	CAG90274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06160g	DEHA2G06160g	CAG90276	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06182g	DEHA2G06182g	CAG90277	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06204g	DEHA2G06204g	CAR65920	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06226g	DEHA2G06226g	CAG90279	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2G06248g	DEHA2G06248g	CAG90280	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06270g	DEHA2G06270g	CAG90281	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06292g	DEHA2G06292g	CAG90282	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06314g	DEHA2G06314g	CAG90283	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06336g	DEHA2G06336g	CAG90284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06358g	DEHA2G06358g	CAR65921	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06380g	DEHA2G06380g	CAG90285	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06402g	DEHA2G06402g	CAG90286	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06534g	DEHA2G06534g	CAG90292	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06556g	DEHA2G06556g	CAG90293	protein_coding	0	0	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2G06578g	DEHA2G06578g	CAG90294	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06600g	DEHA2G06600g	CAG90295	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06622g	DEHA2G06622g	CAG90296	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06644g	DEHA2G06644g	CAG90297	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06666g	DEHA2G06666g	CAR65922	protein_coding	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
DEHA2G06688g	DEHA2G06688g	CAG90299	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2G06710g	DEHA2G06710g	CAG90300	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G06732g	DEHA2G06732g	CAG90301	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06754g	DEHA2G06754g	CAG90302	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06776g	DEHA2G06776g	CAG90303	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06798g	DEHA2G06798g	CAR65923	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06930g	DEHA2G06930g	CAG90310	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G06952g	DEHA2G06952g	CAG90311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06974g	DEHA2G06974g	CAG90312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G06996g	DEHA2G06996g	CAG90313	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G07018g	DEHA2G07018g	CAG90314	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07040g	DEHA2G07040g	CAG90315	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07062g	DEHA2G07062g	CAG90316	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07084g	DEHA2G07084g	CAG90317	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07106g	DEHA2G07106g	CAG90318	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07128g	DEHA2G07128g	CAG90319	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07150g	DEHA2G07150g	CAG90320	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07172g	DEHA2G07172g	CAG90321	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2G07194g	DEHA2G07194g	CAG90322	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07216g	DEHA2G07216g	CAG90323	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07238g	DEHA2G07238g	CAG90324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07370g	DEHA2G07370g	CAG90329	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07392g	DEHA2G07392g	CAG90330	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07414g	DEHA2G07414g	CAG90331	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G07436g	DEHA2G07436g	CAG90332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07458g	DEHA2G07458g	CAG90333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07480g	DEHA2G07480g	CAG90334	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07502g	DEHA2G07502g	CAR65929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07568g	DEHA2G07568g	CAG90339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07590g	DEHA2G07590g	CAG90340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07612g	DEHA2G07612g	CAG90341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07634g	DEHA2G07634g	CAG90342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07656g	DEHA2G07656g	CAG90343	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07766g	DEHA2G07766g	CAG90348	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07788g	DEHA2G07788g	CAG90349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07810g	DEHA2G07810g	CAG90350	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07832g	DEHA2G07832g	CAG90351	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07854g	DEHA2G07854g	CAG90352	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07876g	DEHA2G07876g	CAG90353	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07898g	DEHA2G07898g	CAG90354	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G07920g	DEHA2G07920g	CAG90355	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G07942g	DEHA2G07942g	CAG90356	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07964g	DEHA2G07964g	CAG90357	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G07986g	DEHA2G07986g	CAG90358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08008g	DEHA2G08008g	CAG90359	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G08030g	DEHA2G08030g	CAG90360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08052g	DEHA2G08052g	CAG90361	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08338g	DEHA2G08338g	CAG90373	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08360g	DEHA2G08360g	CAG90374	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08382g	DEHA2G08382g	CAG90375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08404r	DEHA2G08404r	DEHA2G08404r	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08426g	DEHA2G08426g	CAG90376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08448g	DEHA2G08448g	CAG90377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08470g	DEHA2G08470g	CAG90378	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08514g	DEHA2G08514g	CAG90380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08536g	DEHA2G08536g	CAG90381	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08558g	DEHA2G08558g	CAG90382	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G08580g	DEHA2G08580g	CAG90383	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08602g	DEHA2G08602g	CAG90384	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08624g	DEHA2G08624g	CAG90385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08646g	DEHA2G08646g	CAG90386	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G08668g	DEHA2G08668g	CAG90387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G08690g	DEHA2G08690g	CAG90388	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08910g	DEHA2G08910g	CAR65935	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08932g	DEHA2G08932g	CAG90403	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08954g	DEHA2G08954g	CAG90404	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08976g	DEHA2G08976g	CAG90405	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G08998g	DEHA2G08998g	CAG90406	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09020g	DEHA2G09020g	CAG90407	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09042g	DEHA2G09042g	CAG90408	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09064g	DEHA2G09064g	CAG90409	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2G09086g	DEHA2G09086g	CAG90410	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09108g	DEHA2G09108g	CAG90411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G09372g	DEHA2G09372g	CAG90422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G09394g	DEHA2G09394g	CAR65937	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09416g	DEHA2G09416g	CAR65938	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09438g	DEHA2G09438g	CAG90425	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G09460r	DEHA2G09460r	DEHA2G09460r	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G09482g	DEHA2G09482g	CAG90426	protein_coding	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2G09504g	DEHA2G09504g	CAG90427	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2G09526g	DEHA2G09526g	CAG90428	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2G09548g	DEHA2G09548g	CAG90429	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09570g	DEHA2G09570g	CAG90430	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09592g	DEHA2G09592g	CAG90431	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09614g	DEHA2G09614g	CAG90432	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09636g	DEHA2G09636g	CAG90433	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2G09900g	DEHA2G09900g	CAG90447	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
