# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2D08558g	DEHA2D08558g	CAG86979	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08580g	DEHA2D08580g	CAG86980	protein_coding	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08602g	DEHA2D08602g	CAG86981	protein_coding	0	0	0	18	11	0	0	0	0	0	0	0	0	0	0	7
DEHA2D08624g	DEHA2D08624g	CAG86982	protein_coding	0	1	6	30	19	0	0	0	0	6	0	0	0	0	1	11
DEHA2D08646g	DEHA2D08646g	CAG86983	protein_coding	0	0	0	36	17	0	0	0	0	0	0	0	0	0	0	19
DEHA2D08668g	DEHA2D08668g	CAG86984	protein_coding	0	0	0	26	19	0	0	0	0	0	0	0	0	0	0	7
DEHA2D08690g	DEHA2D08690g	CAG86985	protein_coding	0	0	0	26	7	0	0	0	0	0	0	0	0	0	0	19
DEHA2D08712r	DEHA2D08712r	DEHA2D08712r	protein_coding	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08734g	DEHA2D08734g	CAG86994	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2D08800g	DEHA2D08800g	CAG86997	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D08822g	DEHA2D08822g	CAG86998	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08844g	DEHA2D08844g	CAG86999	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08866g	DEHA2D08866g	CAR65641	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2
DEHA2D08888g	DEHA2D08888g	CAG87001	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08910g	DEHA2D08910g	CAG87002	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08932g	DEHA2D08932g	CAR65642	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09262g	DEHA2D09262g	CAG87019	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09284g	DEHA2D09284g	CAR65645	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D09306g	DEHA2D09306g	CAG87021	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D09328g	DEHA2D09328g	CAG87022	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D09350g	DEHA2D09350g	CAG87023	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09702g	DEHA2D09702g	CAG87038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D09724g	DEHA2D09724g	CAG87040	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09746g	DEHA2D09746g	CAG87041	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D09768g	DEHA2D09768g	CAG87042	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2D09790g	DEHA2D09790g	CAG87043	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09812g	DEHA2D09812g	CAG87044	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D09834g	DEHA2D09834g	CAG87045	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09856g	DEHA2D09856g	CAG87046	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09922g	DEHA2D09922g	CAG87050	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09944g	DEHA2D09944g	CAG87051	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09966g	DEHA2D09966g	CAG87052	protein_coding	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0
DEHA2D09988g	DEHA2D09988g	CAR65648	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10142g	DEHA2D10142g	CAG87060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10164g	DEHA2D10164g	CAG87061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10186g	DEHA2D10186g	CAG87062	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2D10208g	DEHA2D10208g	CAG87063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10230g	DEHA2D10230g	CAG87064	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10604g	DEHA2D10604g	CAR65650	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2D10626g	DEHA2D10626g	CAG87083	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10648g	DEHA2D10648g	CAG87084	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10670g	DEHA2D10670g	CAR65651	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10692r	DEHA2D10692r	DEHA2D10692r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10714g	DEHA2D10714g	CAG87085	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2D10736g	DEHA2D10736g	CAG87088	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10758g	DEHA2D10758g	CAG87089	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10769g	DEHA2D10769g	CAR65652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10780g	DEHA2D10780g	CAG87091	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D12782g	DEHA2D12782g	CAG87197	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12804g	DEHA2D12804g	CAG87198	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D12826g	DEHA2D12826g	CAG87199	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12848g	DEHA2D12848g	CAG87200	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D12870g	DEHA2D12870g	CAG87201	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12892g	DEHA2D12892g	CAG87203	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D13420g	DEHA2D13420g	CAG87226	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13442g	DEHA2D13442g	CAG87227	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13464g	DEHA2D13464g	CAG87230	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13486g	DEHA2D13486g	CAG87231	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13508g	DEHA2D13508g	CAG87232	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13530g	DEHA2D13530g	CAG87233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15246g	DEHA2D15246g	CAR65672	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D15268g	DEHA2D15268g	CAG87317	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D15290g	DEHA2D15290g	CAG87318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15312g	DEHA2D15312g	CAG87319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15334g	DEHA2D15334g	CAG87320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15356g	DEHA2D15356g	CAG87321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15752g	DEHA2D15752g	CAG87340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15796g	DEHA2D15796g	CAG87341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15818g	DEHA2D15818g	CAG87342	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D15840g	DEHA2D15840g	CAG87343	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15862g	DEHA2D15862g	CAG87344	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D16632g	DEHA2D16632g	CAG87380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D16654g	DEHA2D16654g	CAG87381	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D16676g	DEHA2D16676g	CAG87382	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D16698g	DEHA2D16698g	CAG87383	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2D16720g	DEHA2D16720g	CAR65679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D17358g	DEHA2D17358g	CAR65685	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D17380g	DEHA2D17380g	CAG87416	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D17402g	DEHA2D17402g	CAG87417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D17424r	DEHA2D17424r	DEHA2D17424r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D17446g	DEHA2D17446g	CAG87418	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D17468g	DEHA2D17468g	CAR65686	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D17490g	DEHA2D17490g	CAG87421	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D17908g	DEHA2D17908g	CAG87439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D17930g	DEHA2D17930g	CAR65692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D17952g	DEHA2D17952g	CAG87441	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D17974g	DEHA2D17974g	CAG87442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D17996g	DEHA2D17996g	CAR65693	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18018g	DEHA2D18018g	CAG87444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18238g	DEHA2D18238g	CAG87453	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18260r	DEHA2D18260r	DEHA2D18260r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18282g	DEHA2D18282g	CAG87454	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18304g	DEHA2D18304g	CAG87455	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18326g	DEHA2D18326g	CAR65701	protein_coding	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
DEHA2D18348g	DEHA2D18348g	CAR65702	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18370g	DEHA2D18370g	CAR65703	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18392g	DEHA2D18392g	CAR65704	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18414g	DEHA2D18414g	CAR65705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18436g	DEHA2D18436g	CAG87461	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18458r	DEHA2D18458r	DEHA2D18458r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18480g	DEHA2D18480g	CAG87462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D19096g	DEHA2D19096g	CAR65720	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2D19118g	DEHA2D19118g	CAG87494	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2D19140g	DEHA2D19140g	CAG87495	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2D19162g	DEHA2D19162g	CAG87496	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2D19184g	DEHA2D19184g	CAG87497	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2D19206g	DEHA2D19206g	CAR65721	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2D19338g	DEHA2D19338g	CAR65725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D19360g	DEHA2D19360g	CAG87506	protein_coding	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0
DEHA2D19382g	DEHA2D19382g	CAR65726	protein_coding	0	2	11	14	14	0	0	0	0	11	0	0	0	0	2	0
DEHA2D19404g	DEHA2D19404g	CAR65727	protein_coding	0	0	0	27	24	0	0	0	0	0	0	0	0	0	0	3
DEHA2D19426g	DEHA2D19426g	CAR65728	protein_coding	0	0	0	29	5	0	0	0	0	0	0	0	0	0	0	24
DEHA2D19448g	DEHA2D19448g	CAR65729	protein_coding	0	0	2	28	14	0	0	0	0	2	0	0	0	0	0	14
DEHA2D19470g	DEHA2D19470g	CAR65730	protein_coding	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	14
DEHA2E00110g	DEHA2E00110g	CAR65731	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2E00132g	DEHA2E00132g	CAR65732	protein_coding	0	0	0	44	9	0	0	0	0	0	0	0	0	0	0	35
DEHA2E00154g	DEHA2E00154g	CAR65733	protein_coding	0	0	0	50	41	0	0	0	0	0	0	0	0	0	0	9
DEHA2E00176g	DEHA2E00176g	CAG87513	protein_coding	0	27	14	0	0	0	0	1	0	13	0	0	0	0	27	0
DEHA2E00198g	DEHA2E00198g	CAG87514	protein_coding	0	0	0	41	41	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00220g	DEHA2E00220g	CAR65734	protein_coding	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	41
DEHA2E00308g	DEHA2E00308g	CAG87519	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00330g	DEHA2E00330g	CAG87520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00352g	DEHA2E00352g	CAG87521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00374g	DEHA2E00374g	CAG87522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00396g	DEHA2E00396g	CAR65736	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00418g	DEHA2E00418g	CAG87523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00440g	DEHA2E00440g	CAG87524	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00484g	DEHA2E00484g	CAG87529	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2
DEHA2E00506g	DEHA2E00506g	CAG87530	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00528g	DEHA2E00528g	CAG87533	protein_coding	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	2
DEHA2E00550g	DEHA2E00550g	CAG87534	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	6
DEHA2E00572g	DEHA2E00572g	CAG87536	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E00594g	DEHA2E00594g	CAG87541	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E00704g	DEHA2E00704g	CAG87549	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00726g	DEHA2E00726g	CAG87550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00748g	DEHA2E00748g	CAG87553	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00770g	DEHA2E00770g	CAG87554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00792g	DEHA2E00792g	CAG87558	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01056g	DEHA2E01056g	CAG87574	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01078g	DEHA2E01078g	CAG87575	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01100g	DEHA2E01100g	CAG87576	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E01122g	DEHA2E01122g	CAG87577	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01144g	DEHA2E01144g	CAG87578	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01166g	DEHA2E01166g	CAG87579	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01738g	DEHA2E01738g	CAG87617	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01760g	DEHA2E01760g	CAG87618	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E01782g	DEHA2E01782g	CAG87619	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01804g	DEHA2E01804g	CAG87620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E01826g	DEHA2E01826g	CAG87621	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2E01848g	DEHA2E01848g	CAG87622	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01870g	DEHA2E01870g	CAG87623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E01892g	DEHA2E01892g	CAG87624	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E01914g	DEHA2E01914g	CAG87625	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E02244g	DEHA2E02244g	CAR65743	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E02266g	DEHA2E02266g	CAG87645	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02288g	DEHA2E02288g	CAG87646	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02310r	DEHA2E02310r	DEHA2E02310r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02332g	DEHA2E02332g	CAG87648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03058g	DEHA2E03058g	CAG87677	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03080r	DEHA2E03080r	DEHA2E03080r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03102r	DEHA2E03102r	DEHA2E03102r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03124g	DEHA2E03124g	CAG87678	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03146g	DEHA2E03146g	CAG87679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03168g	DEHA2E03168g	CAG87680	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03190g	DEHA2E03190g	CAG87681	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03212g	DEHA2E03212g	CAG87682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03234g	DEHA2E03234g	CAG87683	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03256g	DEHA2E03256g	CAG87684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03850g	DEHA2E03850g	CAR65753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03872g	DEHA2E03872g	CAR65754	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03894g	DEHA2E03894g	CAG87711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03916g	DEHA2E03916g	CAR65755	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2E03938g	DEHA2E03938g	CAR65756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03960g	DEHA2E03960g	CAG87714	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04950g	DEHA2E04950g	CAR65767	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04972g	DEHA2E04972g	CAR65768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04994g	DEHA2E04994g	CAR65769	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2E05016g	DEHA2E05016g	CAG87765	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05038g	DEHA2E05038g	CAG87766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05060g	DEHA2E05060g	CAG87767	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05830g	DEHA2E05830g	CAG87803	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05852g	DEHA2E05852g	CAG87804	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05874g	DEHA2E05874g	CAG87805	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	6
DEHA2E05896g	DEHA2E05896g	CAG87806	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	6
DEHA2E05918g	DEHA2E05918g	CAG87807	protein_coding	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05940g	DEHA2E05940g	CAG87808	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	6
DEHA2E05962g	DEHA2E05962g	CAG87809	protein_coding	1	1	2	3	1	0	0	0	0	2	0	1	0	0	1	2
DEHA2E05984g	DEHA2E05984g	CAG87810	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E06006g	DEHA2E06006g	CAR65775	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E06028g	DEHA2E06028g	CAG87812	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06556g	DEHA2E06556g	CAG87822	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06578g	DEHA2E06578g	CAG87823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06600g	DEHA2E06600g	CAG87824	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07304g	DEHA2E07304g	CAG87858	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07326g	DEHA2E07326g	CAG87859	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07348g	DEHA2E07348g	CAG87860	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07370g	DEHA2E07370g	CAG87861	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2E07392g	DEHA2E07392g	CAG87862	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07414g	DEHA2E07414g	CAG87863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07436g	DEHA2E07436g	CAG87864	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07458g	DEHA2E07458g	CAG87865	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07810g	DEHA2E07810g	CAG87880	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07832g	DEHA2E07832g	CAG87881	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E07854g	DEHA2E07854g	CAG87882	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07876g	DEHA2E07876g	CAG87883	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07898g	DEHA2E07898g	CAG87884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07986g	DEHA2E07986g	CAR65785	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08008g	DEHA2E08008g	CAG87890	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E08030g	DEHA2E08030g	CAG87891	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08052g	DEHA2E08052g	CAG87892	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E08074g	DEHA2E08074g	CAG87893	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E08096g	DEHA2E08096g	CAG87894	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08118g	DEHA2E08118g	CAR65786	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08140g	DEHA2E08140g	CAG87896	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
