# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2D08646g	DEHA2D08646g	CAG86983	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08668g	DEHA2D08668g	CAG86984	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2D08690g	DEHA2D08690g	CAG86985	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08800g	DEHA2D08800g	CAG86997	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D08822g	DEHA2D08822g	CAG86998	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08844g	DEHA2D08844g	CAG86999	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08866g	DEHA2D08866g	CAR65641	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	3
DEHA2D08888g	DEHA2D08888g	CAG87001	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08910g	DEHA2D08910g	CAG87002	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08932g	DEHA2D08932g	CAR65642	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09262g	DEHA2D09262g	CAG87019	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09284g	DEHA2D09284g	CAR65645	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D09306g	DEHA2D09306g	CAG87021	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D09328g	DEHA2D09328g	CAG87022	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D09350g	DEHA2D09350g	CAG87023	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09702g	DEHA2D09702g	CAG87038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D09724g	DEHA2D09724g	CAG87040	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09746g	DEHA2D09746g	CAG87041	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D09768g	DEHA2D09768g	CAG87042	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2D09790g	DEHA2D09790g	CAG87043	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09812g	DEHA2D09812g	CAG87044	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D09834g	DEHA2D09834g	CAG87045	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D09856g	DEHA2D09856g	CAG87046	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10076g	DEHA2D10076g	CAG87057	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10098g	DEHA2D10098g	CAG87058	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2D10120g	DEHA2D10120g	CAG87059	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D10142g	DEHA2D10142g	CAG87060	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10164g	DEHA2D10164g	CAG87061	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10186g	DEHA2D10186g	CAG87062	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2D10208g	DEHA2D10208g	CAG87063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D10230g	DEHA2D10230g	CAG87064	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D11044g	DEHA2D11044g	CAG87106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D11066g	DEHA2D11066g	CAG87107	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D11088g	DEHA2D11088g	CAG87108	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D11110g	DEHA2D11110g	CAG87109	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D11132g	DEHA2D11132g	CAG87110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D11154g	DEHA2D11154g	CAG87111	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D11176g	DEHA2D11176g	CAG87112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D11198g	DEHA2D11198g	CAG87113	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12254g	DEHA2D12254g	CAG87171	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D12276g	DEHA2D12276g	CAG87172	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2D12298g	DEHA2D12298g	CAG87173	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12320g	DEHA2D12320g	CAG87174	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12342g	DEHA2D12342g	CAG87175	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12364g	DEHA2D12364g	CAG87176	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D12650g	DEHA2D12650g	CAR65662	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D12672g	DEHA2D12672g	CAG87192	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D12694g	DEHA2D12694g	CAG87193	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D12716g	DEHA2D12716g	CAG87194	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D12738g	DEHA2D12738g	CAG87195	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2D12760g	DEHA2D12760g	CAG87196	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D12782g	DEHA2D12782g	CAG87197	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D12804g	DEHA2D12804g	CAG87198	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13596g	DEHA2D13596g	CAG87236	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13618g	DEHA2D13618g	CAG87237	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13640g	DEHA2D13640g	CAG87238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D13662g	DEHA2D13662g	CAG87239	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13684g	DEHA2D13684g	CAG87240	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D13706g	DEHA2D13706g	CAG87241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D13728g	DEHA2D13728g	CAG87242	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D14960g	DEHA2D14960g	CAG87303	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D14982g	DEHA2D14982g	CAG87304	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15004g	DEHA2D15004g	CAG87305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15026g	DEHA2D15026g	CAG87306	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15048g	DEHA2D15048g	CAG87307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D15070g	DEHA2D15070g	CAG87308	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D15092g	DEHA2D15092g	CAG87309	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D15114g	DEHA2D15114g	CAG87310	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D16698g	DEHA2D16698g	CAG87383	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D16720g	DEHA2D16720g	CAR65679	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D16742g	DEHA2D16742g	CAG87385	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D16764g	DEHA2D16764g	CAG87386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D16786g	DEHA2D16786g	CAG87387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18326g	DEHA2D18326g	CAR65701	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18348g	DEHA2D18348g	CAR65702	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18370g	DEHA2D18370g	CAR65703	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18392g	DEHA2D18392g	CAR65704	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18414g	DEHA2D18414g	CAR65705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18436g	DEHA2D18436g	CAG87461	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D18458r	DEHA2D18458r	DEHA2D18458r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D18480g	DEHA2D18480g	CAG87462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D19096g	DEHA2D19096g	CAR65720	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2D19118g	DEHA2D19118g	CAG87494	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2D19140g	DEHA2D19140g	CAG87495	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2D19162g	DEHA2D19162g	CAG87496	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2D19184g	DEHA2D19184g	CAG87497	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D19206g	DEHA2D19206g	CAR65721	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D19228g	DEHA2D19228g	CAG87498	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D19338g	DEHA2D19338g	CAR65725	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D19360g	DEHA2D19360g	CAG87506	protein_coding	0	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D19382g	DEHA2D19382g	CAR65726	protein_coding	0	3	14	12	12	0	0	0	0	14	0	0	0	0	0	3	0
DEHA2D19404g	DEHA2D19404g	CAR65727	protein_coding	0	1	0	28	28	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2D19426g	DEHA2D19426g	CAR65728	protein_coding	0	0	0	31	2	0	0	0	0	0	0	0	0	0	0	0	29
DEHA2D19448g	DEHA2D19448g	CAR65729	protein_coding	0	0	0	30	13	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2D19470g	DEHA2D19470g	CAR65730	protein_coding	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E00132g	DEHA2E00132g	CAR65732	protein_coding	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	42
DEHA2E00154g	DEHA2E00154g	CAR65733	protein_coding	0	0	0	79	79	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00176g	DEHA2E00176g	CAG87513	protein_coding	0	35	19	29	0	0	0	1	0	18	0	0	0	0	0	35	29
DEHA2E00198g	DEHA2E00198g	CAG87514	protein_coding	1	12	12	58	54	0	0	0	0	12	0	0	1	0	0	12	4
DEHA2E00220g	DEHA2E00220g	CAR65734	protein_coding	0	2	2	79	0	0	0	0	0	2	0	0	0	0	0	2	79
DEHA2E00242g	DEHA2E00242g	CAG87516	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E00264g	DEHA2E00264g	CAR65735	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E00286g	DEHA2E00286g	CAG87518	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00308g	DEHA2E00308g	CAG87519	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00330g	DEHA2E00330g	CAG87520	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00352g	DEHA2E00352g	CAG87521	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00374g	DEHA2E00374g	CAG87522	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00396g	DEHA2E00396g	CAR65736	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00418g	DEHA2E00418g	CAG87523	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00440g	DEHA2E00440g	CAG87524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E00484g	DEHA2E00484g	CAG87529	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E00506g	DEHA2E00506g	CAG87530	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E00528g	DEHA2E00528g	CAG87533	protein_coding	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E00550g	DEHA2E00550g	CAG87534	protein_coding	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E00572g	DEHA2E00572g	CAG87536	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E00594g	DEHA2E00594g	CAG87541	protein_coding	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E00616g	DEHA2E00616g	CAG87542	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
DEHA2E00638g	DEHA2E00638g	CAG87546	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01738g	DEHA2E01738g	CAG87617	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01760g	DEHA2E01760g	CAG87618	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E01782g	DEHA2E01782g	CAG87619	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01804g	DEHA2E01804g	CAG87620	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E01826g	DEHA2E01826g	CAG87621	protein_coding	0	2	5	0	0	0	0	0	0	5	0	0	0	0	0	2	0
DEHA2E01848g	DEHA2E01848g	CAG87622	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E01870g	DEHA2E01870g	CAG87623	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E01892g	DEHA2E01892g	CAG87624	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E01914g	DEHA2E01914g	CAG87625	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E03058g	DEHA2E03058g	CAG87677	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03080r	DEHA2E03080r	DEHA2E03080r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03102r	DEHA2E03102r	DEHA2E03102r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03124g	DEHA2E03124g	CAG87678	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03146g	DEHA2E03146g	CAG87679	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03168g	DEHA2E03168g	CAG87680	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03190g	DEHA2E03190g	CAG87681	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03212g	DEHA2E03212g	CAG87682	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03234g	DEHA2E03234g	CAG87683	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03256g	DEHA2E03256g	CAG87684	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03850g	DEHA2E03850g	CAR65753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03872g	DEHA2E03872g	CAR65754	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03894g	DEHA2E03894g	CAG87711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03916g	DEHA2E03916g	CAR65755	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E03938g	DEHA2E03938g	CAR65756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03960g	DEHA2E03960g	CAG87714	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05830g	DEHA2E05830g	CAG87803	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05852g	DEHA2E05852g	CAG87804	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05874g	DEHA2E05874g	CAG87805	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	8
DEHA2E05896g	DEHA2E05896g	CAG87806	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E05918g	DEHA2E05918g	CAG87807	protein_coding	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05940g	DEHA2E05940g	CAG87808	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E05962g	DEHA2E05962g	CAG87809	protein_coding	1	1	2	5	3	0	0	0	0	2	0	1	0	0	0	1	2
DEHA2E05984g	DEHA2E05984g	CAG87810	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E06006g	DEHA2E06006g	CAR65775	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E06028g	DEHA2E06028g	CAG87812	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06556g	DEHA2E06556g	CAG87822	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06578g	DEHA2E06578g	CAG87823	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E06600g	DEHA2E06600g	CAG87824	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07810g	DEHA2E07810g	CAG87880	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07832g	DEHA2E07832g	CAG87881	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2E07854g	DEHA2E07854g	CAG87882	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07876g	DEHA2E07876g	CAG87883	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07898g	DEHA2E07898g	CAG87884	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07986g	DEHA2E07986g	CAR65785	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08008g	DEHA2E08008g	CAG87890	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E08030g	DEHA2E08030g	CAG87891	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08052g	DEHA2E08052g	CAG87892	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E08074g	DEHA2E08074g	CAG87893	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2E08096g	DEHA2E08096g	CAG87894	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08118g	DEHA2E08118g	CAR65786	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08140g	DEHA2E08140g	CAG87896	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08162g	DEHA2E08162g	CAG87897	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E09174g	DEHA2E09174g	CAG87943	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09196g	DEHA2E09196g	CAG87944	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09218g	DEHA2E09218g	CAG87945	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09240g	DEHA2E09240g	CAG87946	protein_coding	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E09262g	DEHA2E09262g	CAG87947	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09284g	DEHA2E09284g	CAR65793	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09526g	DEHA2E09526g	CAG87956	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09548g	DEHA2E09548g	CAG87957	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09570g	DEHA2E09570g	CAG87958	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09592g	DEHA2E09592g	CAG87959	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09614g	DEHA2E09614g	CAR65797	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09636g	DEHA2E09636g	CAG87960	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09658g	DEHA2E09658g	CAG87961	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09834g	DEHA2E09834g	CAG87970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09856g	DEHA2E09856g	CAG87971	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09878g	DEHA2E09878g	CAG87972	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09900g	DEHA2E09900g	CAG87973	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09922g	DEHA2E09922g	CAG87974	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E09944g	DEHA2E09944g	CAG87975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09966g	DEHA2E09966g	CAG87976	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10934g	DEHA2E10934g	CAG88022	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10956g	DEHA2E10956g	CAG88023	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10978g	DEHA2E10978g	CAG88024	protein_coding	0	1	4	0	0	0	0	0	0	4	0	0	0	0	0	1	0
DEHA2E11000g	DEHA2E11000g	CAG88025	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11022g	DEHA2E11022g	CAG88026	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11946g	DEHA2E11946g	CAG88066	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11968g	DEHA2E11968g	CAG88067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E11990g	DEHA2E11990g	CAG88068	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12012g	DEHA2E12012g	CAG88069	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12034g	DEHA2E12034g	CAR65807	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12056g	DEHA2E12056g	CAG88070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12078g	DEHA2E12078g	CAG88071	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12100r	DEHA2E12100r	DEHA2E12100r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12122g	DEHA2E12122g	CAG88072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14366g	DEHA2E14366g	CAG88174	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14388g	DEHA2E14388g	CAG88175	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14410g	DEHA2E14410g	CAG88176	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
