# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2G11726g	DEHA2G11726g	CAR65956	protein_coding	0	14	19	223	0	0	96	0	0	0	0	0	19	0	0	0	0	0	0	0	0	14	127
DEHA2G11748g	DEHA2G11748g	CAG90524	protein_coding	0	4	0	250	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	129
DEHA2G11770g	DEHA2G11770g	CAG90525	protein_coding	0	26	41	197	0	0	72	0	0	0	0	0	41	0	0	0	0	0	0	0	0	26	125
DEHA2G11792g	DEHA2G11792g	CAG90526	protein_coding	0	14	15	224	0	0	86	0	0	1	0	0	14	0	0	0	0	0	0	0	0	14	138
DEHA2G11814g	DEHA2G11814g	CAG90528	protein_coding	0	34	20	246	0	0	125	0	0	0	0	0	20	0	0	0	0	0	0	0	0	34	121
DEHA2G11836g	DEHA2G11836g	CAR65957	protein_coding	0	12	1	262	0	0	134	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	128
DEHA2G11858g	DEHA2G11858g	CAG90533	protein_coding	0	5	3	248	0	0	120	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	128
DEHA2G11880g	DEHA2G11880g	CAG90534	protein_coding	0	21	4	248	0	0	126	0	0	0	0	0	4	0	0	0	0	0	0	0	0	21	122
DEHA2G11902r	DEHA2G11902r	DEHA2G11902r	protein_coding	0	0	0	254	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125
DEHA2G11924g	DEHA2G11924g	CAG90535	protein_coding	0	13	9	239	0	0	123	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	116
DEHA2G11946g	DEHA2G11946g	CAR65958	protein_coding	0	53	36	279	0	0	123	0	0	0	0	0	36	0	0	0	0	0	0	0	0	53	156
DEHA2G11968g	DEHA2G11968g	CAG90537	protein_coding	0	15	2	266	0	0	116	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	150
DEHA2G11990g	DEHA2G11990g	CAG90538	protein_coding	0	4	13	258	0	0	143	0	1	0	0	0	12	0	0	0	0	0	0	0	0	4	115
DEHA2G12012g	DEHA2G12012g	CAG90539	protein_coding	0	12	30	254	0	0	120	0	0	1	0	0	29	0	0	0	0	0	0	0	0	12	134
DEHA2G12034g	DEHA2G12034g	CAG90540	protein_coding	0	15	15	280	0	0	158	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	122
DEHA2G12056g	DEHA2G12056g	CAG90541	protein_coding	0	40	4	303	0	0	165	0	0	0	0	0	4	0	0	0	0	0	0	0	0	40	138
DEHA2G12078g	DEHA2G12078g	CAG90542	protein_coding	0	10	5	284	0	0	139	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	145
DEHA2G12100g	DEHA2G12100g	CAG90543	protein_coding	0	20	7	276	0	1	126	0	0	1	0	0	7	0	0	0	0	0	0	0	0	20	150
DEHA2G12122g	DEHA2G12122g	CAG90544	protein_coding	0	22	26	271	0	0	126	0	0	1	0	0	26	0	0	0	0	0	0	0	0	22	145
DEHA2G12144g	DEHA2G12144g	CAG90545	protein_coding	0	32	7	275	0	0	133	0	0	0	0	0	7	0	0	0	0	0	0	0	0	32	142
DEHA2G12166g	DEHA2G12166g	CAG90546	protein_coding	0	32	26	257	0	0	119	0	0	0	0	0	26	0	0	0	0	0	0	0	0	32	138
DEHA2G12188g	DEHA2G12188g	CAG90547	protein_coding	0	21	7	278	0	0	137	0	0	0	0	0	7	0	0	0	0	0	0	0	0	21	141
DEHA2G12210g	DEHA2G12210g	CAG90548	protein_coding	0	32	7	264	0	2	127	0	0	0	0	0	5	0	0	0	0	0	0	0	0	32	137
DEHA2G12232g	DEHA2G12232g	CAG90549	protein_coding	0	20	2	247	0	0	125	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	122
DEHA2G12254g	DEHA2G12254g	CAG90551	protein_coding	0	40	39	215	0	0	121	0	0	0	0	0	39	0	0	0	0	0	0	0	0	40	94
DEHA2G12276g	DEHA2G12276g	CAG90552	protein_coding	0	5	1	225	0	0	101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	124
DEHA2G12298g	DEHA2G12298g	CAG90553	protein_coding	0	14	4	227	0	0	105	0	1	0	0	0	3	0	0	0	0	0	0	0	0	15	122
DEHA2G12320g	DEHA2G12320g	CAG90554	protein_coding	0	11	7	226	0	0	109	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	117
DEHA2G12342g	DEHA2G12342g	CAG90555	protein_coding	0	22	3	216	0	0	94	0	0	0	0	0	3	0	0	0	0	0	0	0	0	22	122
DEHA2G12364g	DEHA2G12364g	CAG90556	protein_coding	0	28	10	219	0	0	97	0	0	0	0	0	10	0	0	0	0	0	0	0	0	28	122
DEHA2G12386g	DEHA2G12386g	CAG90558	protein_coding	0	11	4	224	0	0	100	0	0	1	0	0	4	0	0	0	0	0	0	0	0	11	124
DEHA2G12408g	DEHA2G12408g	CAG90559	protein_coding	0	32	18	231	0	0	102	0	0	0	0	0	18	0	0	0	0	0	0	0	0	32	129
DEHA2G12430g	DEHA2G12430g	CAG90560	protein_coding	0	20	8	227	0	0	122	0	0	0	0	0	8	0	0	0	0	0	0	0	0	20	105
DEHA2G12452g	DEHA2G12452g	CAG90561	protein_coding	0	51	19	203	0	0	121	0	0	1	0	0	18	0	0	0	0	0	0	0	0	51	82
DEHA2G12474g	DEHA2G12474g	CAR65959	protein_coding	0	20	1	229	0	0	129	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	100
DEHA2G12496g	DEHA2G12496g	CAG90563	protein_coding	0	67	10	215	0	0	98	0	0	0	0	0	10	0	0	0	0	0	0	0	0	67	117
DEHA2G12518g	DEHA2G12518g	CAG90566	protein_coding	0	26	0	213	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	122
DEHA2G12540r	DEHA2G12540r	DEHA2G12540r	protein_coding	0	0	0	212	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122
DEHA2G12562g	DEHA2G12562g	CAG90567	protein_coding	0	25	8	238	0	0	120	0	0	0	0	0	8	0	0	0	0	0	0	0	0	25	118
DEHA2G12584g	DEHA2G12584g	CAG90568	protein_coding	0	4	1	213	0	0	122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	91
DEHA2G12606g	DEHA2G12606g	CAR65960	protein_coding	0	19	4	218	0	0	132	0	0	0	0	3	4	0	0	0	0	0	0	0	0	19	83
DEHA2G12628g	DEHA2G12628g	CAG90570	protein_coding	0	51	22	243	0	0	141	0	0	0	0	0	22	0	0	0	0	0	0	0	0	51	102
DEHA2G12650g	DEHA2G12650g	CAG90571	protein_coding	0	13	6	267	0	0	122	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	145
DEHA2G12672g	DEHA2G12672g	CAG90572	protein_coding	0	7	4	271	0	0	139	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	132
DEHA2G12694g	DEHA2G12694g	CAG90573	protein_coding	1	13	12	283	0	0	140	1	0	0	0	0	12	0	0	0	1	0	0	0	0	13	143
DEHA2G12716g	DEHA2G12716g	CAG90575	protein_coding	1	58	45	271	0	0	134	0	0	4	0	0	43	0	0	0	0	0	1	0	0	58	137
DEHA2G12738r	DEHA2G12738r	DEHA2G12738r	protein_coding	0	1	0	275	0	0	138	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	137
DEHA2G12760g	DEHA2G12760g	CAG90576	protein_coding	2	2	3	281	0	0	134	2	0	0	1	0	4	0	0	0	0	0	0	0	0	1	147
DEHA2G12782g	DEHA2G12782g	CAR65961	protein_coding	0	5	1	312	0	0	156	0	0	0	0	16	1	0	0	0	3	0	0	0	0	3	142
DEHA2G12804g	DEHA2G12804g	CAG90578	protein_coding	2	51	32	283	1	0	138	2	0	0	0	0	31	0	0	0	0	0	0	0	0	51	145
DEHA2G12826g	DEHA2G12826g	CAG90579	protein_coding	0	55	24	243	0	0	137	0	0	0	0	0	24	0	0	0	0	0	0	0	0	55	106
DEHA2G12848g	DEHA2G12848g	CAG90581	protein_coding	4	3	8	257	0	0	96	3	0	0	0	0	10	0	0	0	0	0	1	0	0	3	161
DEHA2G12870g	DEHA2G12870g	CAG90582	protein_coding	0	9	2	281	0	0	123	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	158
DEHA2G12892g	DEHA2G12892g	CAG90584	protein_coding	0	101	47	270	0	0	123	0	1	1	0	0	46	0	0	0	0	0	0	0	0	102	147
DEHA2G12914g	DEHA2G12914g	CAG90585	protein_coding	0	20	3	236	0	0	125	0	0	0	0	0	3	0	0	0	0	0	0	0	0	20	111
DEHA2G12936g	DEHA2G12936g	CAG90586	protein_coding	0	38	21	230	0	0	96	0	0	0	0	0	21	0	0	0	0	0	0	0	0	38	134
DEHA2G12958g	DEHA2G12958g	CAG90587	protein_coding	0	14	5	207	0	0	122	0	0	0	0	0	5	0	0	0	0	0	0	0	0	14	85
DEHA2G12980g	DEHA2G12980g	CAG90588	protein_coding	0	62	8	234	0	0	124	0	0	0	0	0	8	0	0	0	0	0	0	0	0	62	110
DEHA2G13002g	DEHA2G13002g	CAG90589	protein_coding	0	1	3	206	0	0	119	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	87
DEHA2G13024g	DEHA2G13024g	CAG90590	protein_coding	0	21	0	200	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	117
DEHA2G13046g	DEHA2G13046g	CAR65962	protein_coding	0	8	1	201	0	0	104	0	0	0	0	14	1	0	0	0	3	0	0	0	0	6	85
DEHA2G13068g	DEHA2G13068g	CAG90592	protein_coding	0	16	4	231	0	0	129	0	0	0	0	0	4	0	0	0	0	0	0	0	0	16	102
DEHA2G13090g	DEHA2G13090g	CAG90593	protein_coding	1	12	5	237	0	0	105	1	0	0	0	0	5	0	0	0	1	0	0	0	0	12	132
DEHA2G13112r	DEHA2G13112r	DEHA2G13112r	protein_coding	0	0	0	243	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127
DEHA2G13134g	DEHA2G13134g	CAG90594	protein_coding	0	24	3	243	0	0	127	0	0	0	0	0	3	0	0	0	0	0	0	0	0	24	116
DEHA2G13156g	DEHA2G13156g	CAG90595	protein_coding	0	18	15	207	0	0	104	0	0	0	0	0	15	0	0	0	0	0	0	0	0	18	103
DEHA2G13178g	DEHA2G13178g	CAR65963	protein_coding	0	37	3	236	0	0	108	0	0	0	0	0	3	0	0	0	0	0	0	0	0	37	128
DEHA2G13200g	DEHA2G13200g	CAG90597	protein_coding	0	20	0	268	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	141
DEHA2G13222g	DEHA2G13222g	CAG90598	protein_coding	0	13	0	285	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	161
DEHA2G13244g	DEHA2G13244g	CAG90599	protein_coding	0	20	27	277	1	0	103	0	0	0	0	0	27	0	0	0	0	0	0	0	0	20	174
DEHA2G13266g	DEHA2G13266g	CAG90600	protein_coding	0	49	24	263	0	0	147	0	0	0	0	0	24	0	0	0	0	0	0	0	0	49	116
DEHA2G13288g	DEHA2G13288g	CAG90601	protein_coding	0	64	22	301	0	0	141	0	0	0	0	0	22	0	0	0	0	0	0	0	0	64	160
DEHA2G13310g	DEHA2G13310g	CAG90602	protein_coding	0	15	7	291	0	0	154	0	0	0	0	0	7	0	0	0	0	0	0	0	0	15	137
DEHA2G13332g	DEHA2G13332g	CAG90603	protein_coding	0	22	10	290	0	0	142	0	0	0	0	0	10	0	0	0	0	0	0	0	0	22	148
DEHA2G13354g	DEHA2G13354g	CAG90604	protein_coding	1	21	12	307	0	0	138	1	0	0	0	0	12	0	0	0	0	0	0	0	0	21	169
DEHA2G13376g	DEHA2G13376g	CAR65964	protein_coding	0	41	11	286	0	0	154	0	0	0	0	0	11	0	0	0	0	0	0	0	0	41	132
DEHA2G13398g	DEHA2G13398g	CAR65965	protein_coding	0	31	30	282	0	1	141	0	1	0	0	0	29	0	0	0	0	0	0	0	0	31	141
DEHA2G13420g	DEHA2G13420g	CAG90607	protein_coding	0	19	10	300	0	0	140	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	160
DEHA2G13442g	DEHA2G13442g	CAG90608	protein_coding	0	41	18	309	0	0	165	0	0	2	0	0	17	0	0	0	0	0	0	0	0	41	144
DEHA2G13464g	DEHA2G13464g	CAG90609	protein_coding	0	19	10	289	0	0	135	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	154
DEHA2G13486g	DEHA2G13486g	CAG90610	protein_coding	0	3	3	278	0	0	141	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	137
DEHA2G13508g	DEHA2G13508g	CAG90611	protein_coding	0	0	0	316	0	0	162	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	138
DEHA2G13530g	DEHA2G13530g	CAG90612	protein_coding	0	18	7	303	0	0	167	0	0	0	0	0	7	0	0	0	0	0	0	0	0	18	136
DEHA2G13552g	DEHA2G13552g	CAG90613	protein_coding	0	16	10	315	0	0	139	0	0	1	0	0	9	0	0	0	0	0	0	0	0	16	176
DEHA2G13574g	DEHA2G13574g	CAG90614	protein_coding	0	49	58	298	1	0	137	0	0	1	0	0	56	0	0	0	0	0	0	0	0	49	161
DEHA2G13596g	DEHA2G13596g	CAG90615	protein_coding	0	17	9	332	0	0	166	0	0	0	0	0	9	0	0	0	0	0	0	0	0	17	166
DEHA2G13618g	DEHA2G13618g	CAG90616	protein_coding	0	4	4	336	0	0	163	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	173
DEHA2G13640g	DEHA2G13640g	CAG90617	protein_coding	1	32	29	356	0	0	178	0	0	0	0	0	29	0	0	0	0	1	0	0	0	32	178
DEHA2G13662g	DEHA2G13662g	CAG90618	protein_coding	0	11	0	381	0	0	166	0	0	0	0	27	0	0	0	0	0	0	0	0	0	11	188
DEHA2G13684g	DEHA2G13684g	CAG90619	protein_coding	0	24	12	313	0	0	163	0	0	0	0	0	12	0	0	0	0	0	0	0	0	24	150
DEHA2G13706g	DEHA2G13706g	CAR65966	protein_coding	0	24	13	287	0	0	105	0	0	0	0	0	13	0	0	0	0	0	0	0	0	24	182
DEHA2G13728g	DEHA2G13728g	CAR65967	protein_coding	0	2	0	300	0	0	177	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	111
DEHA2G13750g	DEHA2G13750g	CAG90622	protein_coding	0	5	0	261	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	152
DEHA2G13772g	DEHA2G13772g	CAG90624	protein_coding	0	30	4	254	0	0	144	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30	110
DEHA2G13794g	DEHA2G13794g	CAG90625	protein_coding	0	29	14	244	0	0	106	0	0	3	0	0	11	0	0	0	0	0	0	0	0	30	138
DEHA2G13816g	DEHA2G13816g	CAR65968	protein_coding	0	32	11	267	0	0	109	0	0	0	0	0	11	0	0	0	0	0	0	0	0	32	158
DEHA2G13838g	DEHA2G13838g	CAR65969	protein_coding	0	22	28	276	0	0	109	0	0	0	0	0	28	0	0	0	0	0	0	0	0	22	167
DEHA2G13860g	DEHA2G13860g	CAR65970	protein_coding	0	63	24	310	0	0	172	0	1	0	0	0	23	0	0	0	0	0	0	0	0	64	138
DEHA2G13882g	DEHA2G13882g	CAG90629	protein_coding	0	19	21	310	0	0	151	0	0	0	0	0	21	0	0	0	0	0	0	0	0	19	159
DEHA2G13904g	DEHA2G13904g	CAG90630	protein_coding	0	62	26	321	0	0	171	0	0	0	0	0	26	0	0	0	0	0	0	0	0	62	150
DEHA2G13926g	DEHA2G13926g	CAG90631	protein_coding	0	68	12	306	0	0	176	0	0	0	0	0	12	0	0	0	0	0	0	0	0	68	130
DEHA2G13948g	DEHA2G13948g	CAR65971	protein_coding	0	67	47	285	1	1	149	0	1	0	0	0	46	0	0	0	0	0	0	0	0	67	136
DEHA2G13970g	DEHA2G13970g	CAG90633	protein_coding	0	45	13	244	0	0	121	0	0	0	0	0	13	0	0	0	0	0	0	0	0	45	123
DEHA2G13992g	DEHA2G13992g	CAG90634	protein_coding	0	14	9	228	1	0	120	0	0	0	0	0	8	0	0	0	0	0	0	0	0	15	108
DEHA2G14014g	DEHA2G14014g	CAG90635	protein_coding	0	3	0	238	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	122
DEHA2G14036g	DEHA2G14036g	CAG90636	protein_coding	0	8	3	240	0	0	124	0	1	0	0	0	2	0	0	0	0	0	0	0	0	8	116
DEHA2G14058g	DEHA2G14058g	CAG90637	protein_coding	0	9	4	272	0	0	126	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	146
DEHA2G14080g	DEHA2G14080g	CAG90638	protein_coding	0	18	13	233	0	0	117	0	0	0	0	0	13	0	0	0	0	0	0	0	0	18	116
DEHA2G14102g	DEHA2G14102g	CAG90639	protein_coding	0	10	1	237	0	0	119	0	0	0	0	3	1	0	0	0	1	0	0	0	0	9	116
DEHA2G14124g	DEHA2G14124g	CAG90640	protein_coding	0	7	2	237	0	0	116	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	121
DEHA2G14146g	DEHA2G14146g	CAG90641	protein_coding	0	26	16	218	1	0	113	0	0	0	0	0	15	0	0	0	0	0	0	0	0	26	105
DEHA2G14168g	DEHA2G14168g	CAG90642	protein_coding	0	11	0	234	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	115
DEHA2G14190g	DEHA2G14190g	CAG90643	protein_coding	0	11	10	240	0	0	118	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	122
DEHA2G14212g	DEHA2G14212g	CAG90644	protein_coding	0	18	4	258	0	0	129	0	0	0	0	0	4	0	0	0	0	0	0	0	0	18	129
DEHA2G14234g	DEHA2G14234g	CAG90645	protein_coding	0	15	6	247	0	0	112	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15	135
DEHA2G14256g	DEHA2G14256g	CAR65972	protein_coding	1	22	8	245	0	0	123	0	0	1	0	0	7	0	0	0	0	1	0	0	0	22	122
DEHA2G14300g	DEHA2G14300g	CAG90648	protein_coding	0	29	13	254	0	0	108	0	0	0	0	0	13	0	0	0	0	0	0	0	0	29	146
DEHA2G14322g	DEHA2G14322g	CAG90649	protein_coding	0	38	8	281	0	0	134	0	0	0	0	0	8	0	0	0	0	0	0	0	0	38	147
DEHA2G14344g	DEHA2G14344g	CAG90650	protein_coding	1	19	14	246	0	0	125	1	0	0	0	0	15	0	0	0	0	0	0	0	0	19	121
DEHA2G14366g	DEHA2G14366g	CAG90651	protein_coding	0	5	6	287	0	0	137	0	0	0	0	2	6	0	0	0	1	0	0	0	0	4	149
DEHA2G14388r	DEHA2G14388r	DEHA2G14388r	protein_coding	1	0	0	288	0	0	138	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	150
DEHA2G14410g	DEHA2G14410g	CAG90652	protein_coding	0	28	5	285	0	0	139	0	0	0	0	0	5	0	0	0	0	0	0	0	0	28	146
DEHA2G14432g	DEHA2G14432g	CAG90653	protein_coding	0	14	1	283	0	0	142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	141
DEHA2G14454g	DEHA2G14454g	CAG90654	protein_coding	0	29	5	282	0	0	142	0	0	0	0	0	5	0	0	0	0	0	0	0	0	29	140
DEHA2G14476g	DEHA2G14476g	CAG90658	protein_coding	0	2	0	278	0	0	126	0	0	0	0	21	0	0	0	0	0	0	0	0	0	2	131
DEHA2G14498g	DEHA2G14498g	CAG90659	protein_coding	0	8	12	258	0	0	131	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8	127
DEHA2G14520g	DEHA2G14520g	CAG90660	protein_coding	0	18	6	283	0	0	139	0	0	0	0	0	6	0	0	0	0	0	0	0	0	18	144
DEHA2G14542g	DEHA2G14542g	CAG90661	protein_coding	0	17	8	292	0	0	137	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	155
DEHA2G14564g	DEHA2G14564g	CAG90662	protein_coding	0	7	9	280	0	0	149	0	0	0	0	0	9	0	0	0	1	0	0	0	1	6	131
DEHA2G14586g	DEHA2G14586g	CAR65973	protein_coding	0	25	7	299	0	0	129	0	0	0	0	0	7	0	0	0	0	0	0	0	0	25	170
DEHA2G14608g	DEHA2G14608g	CAR65974	protein_coding	2	43	7	293	0	0	159	2	0	0	0	0	7	0	0	0	0	0	0	0	0	43	134
DEHA2G14630r	DEHA2G14630r	DEHA2G14630r	protein_coding	0	0	0	311	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159
DEHA2G14652g	DEHA2G14652g	CAR65975	protein_coding	0	22	24	305	0	0	154	0	0	0	0	0	24	0	0	0	0	0	0	0	0	22	151
DEHA2G14674g	DEHA2G14674g	CAG90668	protein_coding	0	32	23	297	0	0	133	0	0	0	0	0	23	0	0	0	0	0	0	0	0	32	164
DEHA2G14696g	DEHA2G14696g	CAG90669	protein_coding	0	28	13	305	0	0	164	0	0	0	0	0	13	0	0	0	0	0	0	0	0	28	141
DEHA2G14718g	DEHA2G14718g	CAR65976	protein_coding	0	10	4	292	0	0	160	0	0	0	0	12	4	0	0	0	3	0	0	0	0	8	122
DEHA2G14740g	DEHA2G14740g	CAG90671	protein_coding	0	3	1	284	0	0	122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	162
DEHA2G14762g	DEHA2G14762g	CAG90672	protein_coding	0	26	18	274	0	1	150	0	0	0	0	0	17	0	0	0	0	0	0	0	0	26	124
DEHA2G14784g	DEHA2G14784g	CAG90673	protein_coding	0	8	1	274	0	0	138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	136
DEHA2G14806g	DEHA2G14806g	CAG90674	protein_coding	0	2	1	283	0	0	146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	137
DEHA2G14828g	DEHA2G14828g	CAG90675	protein_coding	0	0	0	288	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122
DEHA2G14850g	DEHA2G14850g	CAR65977	protein_coding	0	1	6	305	0	0	99	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	206
DEHA2G14872g	DEHA2G14872g	CAG90678	protein_coding	0	7	2	314	0	0	181	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	133
DEHA2G14894g	DEHA2G14894g	CAG90679	protein_coding	0	115	32	299	0	0	158	0	0	0	0	0	32	0	0	0	0	0	0	0	0	115	141
DEHA2G14916g	DEHA2G14916g	CAG90680	protein_coding	3	100	27	270	0	0	97	2	0	0	0	0	27	0	0	0	0	0	1	0	0	100	173
DEHA2G14938g	DEHA2G14938g	CAG90681	protein_coding	0	4	2	244	0	0	151	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	93
DEHA2G14960g	DEHA2G14960g	CAG90683	protein_coding	0	29	2	267	0	0	144	0	0	0	0	0	2	0	0	0	1	0	0	0	1	28	123
DEHA2G14982g	DEHA2G14982g	CAG90684	protein_coding	0	8	1	216	0	0	129	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	87
DEHA2G15004g	DEHA2G15004g	CAG90685	protein_coding	0	14	2	212	0	0	82	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	130
DEHA2G15026g	DEHA2G15026g	CAG90686	protein_coding	0	21	9	241	0	0	96	0	0	0	0	0	9	0	0	0	1	0	0	0	1	20	145
DEHA2G15048g	DEHA2G15048g	CAG90687	protein_coding	0	19	15	246	0	0	110	0	0	1	0	0	14	0	0	0	0	0	0	0	0	19	136
DEHA2G15070g	DEHA2G15070g	CAG90688	protein_coding	1	10	6	256	0	0	128	0	0	0	0	1	6	0	0	0	2	0	0	1	1	9	128
DEHA2G15092g	DEHA2G15092g	CAG90689	protein_coding	0	33	31	230	0	0	104	0	0	0	0	0	31	0	0	0	0	0	0	0	0	33	126
DEHA2G15114g	DEHA2G15114g	CAG90690	protein_coding	0	25	11	267	0	0	147	0	0	0	0	0	11	0	0	0	0	0	0	0	0	25	120
DEHA2G15136g	DEHA2G15136g	CAG90691	protein_coding	1	10	2	251	0	0	136	1	0	0	0	0	2	0	0	0	1	0	0	1	0	10	115
DEHA2G15158g	DEHA2G15158g	CAG90692	protein_coding	0	35	19	254	0	0	117	0	0	0	0	0	19	0	0	0	0	0	0	0	0	35	137
DEHA2G15180g	DEHA2G15180g	CAG90693	protein_coding	0	39	11	301	0	0	185	0	0	0	0	0	11	0	0	0	0	0	0	0	0	39	116
DEHA2G15202g	DEHA2G15202g	CAG90694	protein_coding	0	26	20	288	0	0	129	0	2	1	0	0	17	0	0	0	0	0	0	0	0	26	159
DEHA2G15224g	DEHA2G15224g	CAG90695	protein_coding	0	23	29	301	0	0	141	0	0	0	1	0	29	0	0	0	0	0	0	0	0	22	160
DEHA2G15246g	DEHA2G15246g	CAG90696	protein_coding	0	16	30	313	0	0	153	0	0	0	0	0	30	0	0	0	0	0	0	0	0	16	160
DEHA2G15268g	DEHA2G15268g	CAG90697	protein_coding	0	21	11	327	0	0	164	0	0	0	0	0	11	0	0	0	0	0	0	0	0	21	163
DEHA2G15290g	DEHA2G15290g	CAG90698	protein_coding	0	29	37	294	0	0	144	0	0	1	0	0	37	0	0	0	0	0	0	0	0	29	150
DEHA2G15312g	DEHA2G15312g	CAG90699	protein_coding	0	13	6	318	0	0	151	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	167
DEHA2G15334g	DEHA2G15334g	CAR65978	protein_coding	4	32	22	309	0	0	153	3	0	0	0	0	22	0	0	0	0	0	1	0	0	32	156
DEHA2G15356g	DEHA2G15356g	CAG90702	protein_coding	0	21	24	325	0	0	151	0	0	0	0	0	24	0	0	0	0	0	0	0	0	21	174
DEHA2G15378g	DEHA2G15378g	CAG90703	protein_coding	0	31	24	297	0	0	148	0	0	0	0	0	24	0	0	0	0	0	0	0	0	31	149
DEHA2G15400g	DEHA2G15400g	CAG90706	protein_coding	0	30	10	316	1	0	140	0	0	0	0	13	9	0	0	0	1	0	0	0	0	29	164
DEHA2G15422g	DEHA2G15422g	CAG90707	protein_coding	0	1	0	304	0	0	150	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	137
DEHA2G15444g	DEHA2G15444g	CAG90708	protein_coding	0	1	0	296	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	151
DEHA2G15466g	DEHA2G15466g	CAG90709	protein_coding	0	3	0	291	0	0	147	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	130
DEHA2G15488g	DEHA2G15488g	CAR65979	protein_coding	0	52	44	245	0	0	122	0	0	0	0	0	44	0	0	0	0	0	0	0	0	52	123
DEHA2G15510g	DEHA2G15510g	CAG90711	protein_coding	0	26	8	254	0	0	109	0	0	0	0	0	8	0	0	0	0	0	0	0	0	26	145
DEHA2G15532g	DEHA2G15532g	CAG90712	protein_coding	0	13	6	260	0	0	149	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	111
DEHA2G15554g	DEHA2G15554g	CAG90713	protein_coding	0	14	10	271	0	0	141	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	130
